id,age,salary,gender,city,experience_years,department,score,is_active,joining_year
53,26,35328.0,Male,Chennai,10,IT,49.60427260165831,True,2014
54,43,76942.0,Male,Delhi,14,Marketing,49.60427260165831,True,2006
55,19,111751.0,Other,Chennai,15,Finance,70.90015113263796,False,2008
56,37,119131.0,Other,Pune,16,HR,58.76269866151087,False,2012
57,45,47306.0,Female,Pune,1,Finance,49.60427260165831,True,2009
58,64,105451.0,Other,Pune,17,Marketing,39.22670415235471,True,2015
59,24,59915.0,Female,Chennai,11,Finance,44.75518551060619,True,2006
60,61,57219.0,Female,Mumbai,18,HR,73.00017210808615,True,2004
61,25,100879.0,Female,Delhi,17,Marketing,35.77547632937142,False,2022
62,64,84644.0,Other,Pune,16,IT,6.390094204837382,True,2002
63,44,80279.0,Male,Pune,5,HR,7.433460888607146,True,2012
64,44,73028.0,Female,Pune,14,Support,11.536280130570386,False,2010
65,34,20126.0,Male,Delhi,2,HR,86.96813233436627,True,2014
66,53,72329.0,Male,Pune,5,Marketing,47.22264257562043,True,2020
67,67,47632.0,Other,Delhi,2,HR,71.28823693447364,True,2019
68,57,85310.0,Male,Pune,10,HR,39.29093356048933,False,2004
69,21,75176.0,Male,Chennai,12,IT,25.87109474156345,False,2023
-1,19,68540.5,Other,Chennai,13,Support,34.71921675622119,True,2011
71,23,64327.0,Female,Delhi,12,Finance,79.41823453171835,True,2003
72,59,88904.0,Male,Chennai,3,Marketing,62.52161250314382,False,2014
73,21,23797.0,Other,Delhi,6,Marketing,93.7639779957902,True,2008
74,44,67882.0,Male,Chennai,9,Finance,67.97047785768339,True,2006
75,44,33718.0,Male,Chennai,6,IT,57.0181631754694,False,2009
76,44,54560.0,Female,Delhi,14,HR,61.01960089858345,False,2022
77,61,96589.0,Male,Bangalore,14,HR,94.23714394684146,False,2012
78,51,42116.0,Other,Chennai,3,Support,78.8200929866706,True,2007
-1,44,56244.0,Male,Pune,5,Support,49.60427260165831,True,2011
80,53,21645.0,Female,Mumbai,10,Support,53.41396961356972,True,2021
81,31,67523.0,Female,Delhi,4,HR,68.83384115465648,True,2023
82,48,39256.0,Other,Bangalore,19,Support,74.86984784391551,False,2018
83,65,73173.0,Female,Mumbai,11,Finance,21.314211931393668,True,2000
84,32,57430.0,Male,Mumbai,0,HR,49.60427260165831,True,2015
85,44,59282.0,Female,Chennai,7,Finance,95.58431471751638,True,2021
86,31,83374.0,Other,Chennai,0,HR,23.671530584486977,False,2016
87,40,88244.0,Female,Pune,4,Support,88.26154575172458,True,2024
88,57,31694.0,Female,Bangalore,5,Finance,9.69787625160954,False,2017
89,38,76264.0,Female,Mumbai,2,Finance,5.570683611524519,False,2010
90,33,95060.0,Other,Chennai,14,Finance,12.922380010274937,True,2017
91,62,117416.0,Female,Bangalore,4,HR,5.7741079467036,True,2006
92,35,77545.0,Female,Chennai,13,Marketing,84.5012237155776,True,2012
93,64,68540.5,Male,Chennai,17,Support,5.905014445827195,True,2007
94,41,117945.0,Male,Mumbai,15,Finance,27.166419136365548,False,2005
95,43,33224.0,Female,Mumbai,5,Marketing,10.37563435358564,False,2006
96,42,60738.0,Other,Chennai,13,Support,29.54220363137649,True,2022
97,62,45150.0,Female,Delhi,7,Support,9.055946760092048,True,2021
98,44,83731.0,Female,Chennai,6,Finance,66.8003250743014,False,2009
99,46,69688.0,Female,Chennai,7,Finance,13.332681634257517,True,2010
100,32,68540.5,Male,Pune,12,HR,85.18459258388879,True,2024
101,62,93509.0,Male,Pune,5,Marketing,81.7191050726641,True,2012
102,18,28577.0,Male,Mumbai,17,HR,1.366168547060942,True,2008
103,42,28070.0,Other,Delhi,1,Finance,89.57263555151145,False,2006
104,24,28666.0,Other,Delhi,7,Support,2.894431674336706,True,2008
105,26,77761.0,Male,Chennai,10,Finance,23.96457849575566,False,2012
106,41,56368.0,Other,Pune,0,Support,3.238913777599506,True,2002
107,18,26783.0,Female,Delhi,5,Support,33.5843487039316,True,2002
108,61,61914.0,Female,Mumbai,15,Finance,51.38665257132716,False,2000
109,25,90507.0,Female,Chennai,19,IT,79.66448690151381,True,2020
110,41,99026.0,Male,Bangalore,11,Marketing,33.79815504698362,False,2019
111,28,87526.0,Other,Chennai,10,Support,70.54900246731167,True,2001
112,68,90835.0,Male,Bangalore,9,Support,18.750445711898035,True,2024
113,34,65765.0,Other,Pune,2,IT,75.05984567441264,True,2002
114,25,39956.0,Female,Bangalore,12,HR,23.599660590923754,True,2014
115,52,107895.0,Male,Pune,2,IT,14.354475594376792,True,2023
116,52,66240.0,Male,Mumbai,14,IT,18.54088503740543,False,2005
117,50,57148.0,Other,Bangalore,15,Support,18.20631288818554,False,2012
118,22,114270.0,Female,Chennai,12,Marketing,51.28628793769912,True,2020
119,59,24757.0,Male,Pune,16,HR,84.4797581188146,True,2000
120,56,39097.0,Male,Chennai,2,HR,49.60427260165831,False,2019
121,58,30395.0,Male,Delhi,19,Finance,70.69563184934226,False,2018
122,45,36241.0,Female,Mumbai,10,IT,65.43464596528577,True,2000
123,44,47696.0,Male,Bangalore,18,IT,87.25199518293624,True,2020
-1,26,90480.0,Female,Mumbai,10,HR,24.414756050690723,False,2021
125,25,66163.0,Female,Chennai,15,Marketing,45.01098586850296,True,2001
126,29,39816.0,Female,Mumbai,2,IT,92.58273744435174,False,2014
127,51,69840.0,Other,Pune,5,IT,65.99934501353172,True,2013
128,50,72853.0,Male,Bangalore,13,Marketing,38.87684128615969,False,2018
129,65,68540.5,Male,Delhi,17,HR,13.141238285526846,False,2010
130,44,116731.0,Female,Mumbai,16,IT,26.248500790059104,True,2014
131,41,41566.0,Female,Delhi,3,HR,58.121547748938326,False,2005
132,54,95452.0,Male,Pune,14,IT,71.81679475605137,True,2019
133,52,82823.0,Female,Chennai,10,Finance,12.442188685189349,True,2008
134,61,40806.0,Male,Chennai,2,Support,59.9597260044054,True,2004
135,57,95520.0,Other,Bangalore,2,Finance,55.0351278838751,True,2019
136,39,21759.0,Female,Chennai,15,IT,51.3955446690708,False,2001
137,44,61949.0,Male,Mumbai,4,HR,69.01231176820079,True,2005
138,52,112374.0,Female,Chennai,9,Support,83.74495950834618,True,2017
139,44,22482.0,Male,Bangalore,18,Finance,32.298968317686835,True,2022
140,52,44442.0,Male,Pune,3,Marketing,88.90121901109595,True,2018
141,54,53719.0,Female,Pune,18,HR,16.063361261855068,False,2012
142,64,78066.0,Other,Mumbai,10,Finance,17.302386975116434,True,2020
143,31,113501.0,Male,Delhi,1,Marketing,26.67720636239239,False,2023
144,20,68540.5,Male,Pune,9,IT,11.953086954707782,False,2005
145,18,22717.0,Male,Chennai,10,Marketing,23.03192246828776,False,2013
146,22,79676.0,Other,Bangalore,19,Finance,49.60427260165831,True,2012
147,43,47952.0,Other,Chennai,15,Finance,49.60427260165831,True,2012
148,31,106444.0,Female,Pune,18,IT,49.60427260165831,True,2010
149,56,62460.0,Other,Bangalore,10,Marketing,74.72975575598568,True,2011
150,44,110397.0,Female,Chennai,13,Marketing,4.791386791333374,False,2018
151,26,92847.0,Female,Mumbai,1,IT,94.85203275139152,False,2018
152,32,113607.0,Other,Bangalore,4,Marketing,71.11600875277662,True,2020
153,32,109106.0,Female,Mumbai,4,IT,0.6796548586111784,True,2018
154,43,38449.0,Other,Delhi,10,HR,76.3856500200214,True,2023
155,59,53536.0,Female,Bangalore,11,Finance,51.40819207661853,True,2012
156,30,68540.5,Other,Mumbai,17,HR,49.60427260165831,True,2013
157,68,58258.0,Other,Pune,10,Support,52.24968088905885,True,2023
158,49,68302.0,Female,Pune,16,Support,64.10248576353547,True,2017
159,56,48865.0,Male,Delhi,9,Support,78.63316553950405,True,2011
160,66,26645.0,Female,Bangalore,19,IT,40.51080545878567,False,2003
161,69,58000.0,Male,Bangalore,5,Marketing,0.2708149820452088,False,2009
162,49,46737.0,Male,Bangalore,13,HR,84.99464959451885,False,2016
163,21,31485.0,Male,Delhi,10,HR,38.08903626246626,True,2003
164,44,58565.0,Female,Bangalore,10,HR,49.60427260165831,True,2011
165,54,45522.0,Female,Pune,17,HR,0.7766642153968717,True,2012
166,40,85155.0,Male,Mumbai,17,Support,49.2092010350098,True,2003
167,56,68540.5,Other,Pune,10,HR,98.64874015717297,True,2009
168,62,72487.0,Female,Pune,11,Marketing,27.826766081876965,False,2024
-1,32,32342.0,Female,Mumbai,4,Support,39.54182702423781,True,2002
170,60,68540.5,Female,Mumbai,8,HR,68.71899964686766,False,2014
171,46,68770.0,Female,Delhi,8,IT,81.47936675236586,True,2001
172,53,98623.0,Female,Mumbai,9,Finance,41.73916240061003,True,2024
173,30,119785.0,Other,Pune,18,Finance,30.96688704012925,True,2024
174,49,95629.0,Other,Chennai,0,Finance,93.7825799985067,False,2016
175,24,72603.0,Female,Pune,6,Support,67.71449666716693,True,2005
176,68,101974.0,Male,Delhi,3,HR,11.902130449314107,True,2007
177,39,46399.0,Other,Bangalore,0,Support,6.892787813464862,True,2002
178,45,105382.0,Male,Pune,14,Marketing,49.60427260165831,True,2024
179,19,101244.0,Other,Bangalore,7,IT,22.009006604727244,False,2017
180,59,96534.0,Female,Chennai,11,IT,25.39847533762535,True,2021
181,62,75106.0,Other,Pune,17,Finance,87.76921788278483,False,2000
182,23,50678.0,Female,Mumbai,14,Finance,8.956602431631067,True,2015
183,45,96218.0,Other,Bangalore,16,Finance,71.53641152288897,False,2006
184,45,83230.0,Female,Chennai,13,HR,27.114225338058805,True,2002
185,61,94055.0,Female,Mumbai,13,Marketing,76.03282214041377,True,2022
186,61,76373.0,Female,Mumbai,17,Marketing,72.24113844635446,False,2003
187,37,68540.5,Female,Mumbai,19,Marketing,0.7391901444293025,True,2008
188,44,68540.5,Male,Mumbai,17,Marketing,50.91354129215991,True,2004
189,28,88836.0,Female,Pune,15,Finance,13.931948237804637,False,2018
190,45,92258.0,Male,Pune,0,IT,86.62270305786768,True,2014
191,42,59986.0,Male,Pune,10,HR,87.15858828624066,False,2007
192,56,44160.0,Female,Chennai,14,Marketing,49.60427260165831,True,2005
-1,50,68540.5,Male,Chennai,11,Finance,44.43956184510805,False,2012
194,44,99111.0,Other,Chennai,7,Marketing,30.32829394045271,False,2018
195,44,84929.0,Female,Delhi,19,Support,71.6606298960031,False,2023
196,69,93506.0,Male,Chennai,5,IT,35.86613630264591,False,2014
197,30,54911.0,Female,Pune,2,Support,49.60427260165831,True,2006
198,58,107127.0,Female,Pune,12,HR,43.22310595045082,True,2009
-1,20,51821.0,Female,Delhi,12,Finance,9.148751838745872,False,2012
200,56,95039.0,Male,Mumbai,1,HR,74.66032046442038,True,2013
201,23,80535.0,Other,Chennai,4,HR,1.259640127178696,True,2016
202,25,104458.0,Other,Bangalore,16,Support,64.4485061520594,True,2008
-1,44,32175.0,Male,Delhi,10,Marketing,18.28645267548724,False,2018
204,26,74771.0,Female,Mumbai,1,Marketing,23.240404621441314,True,2004
205,54,106925.0,Male,Pune,3,Finance,63.56319986400399,True,2022
206,50,86358.0,Male,Mumbai,10,Marketing,99.29434657829071,False,2006
207,68,37327.0,Male,Pune,7,Support,77.77174890725507,True,2018
208,59,67057.0,Female,Pune,11,HR,22.5839632223392,False,2019
209,61,26150.0,Male,Delhi,7,Support,49.60427260165831,False,2006
210,41,24425.0,Female,Delhi,10,HR,86.62328702676703,True,2023
211,32,68540.5,Male,Mumbai,19,Support,44.41839479215043,True,2001
212,49,22198.0,Other,Pune,7,IT,13.705280282815549,True,2024
213,49,80500.0,Male,Mumbai,7,IT,86.2211423321938,False,2012
214,41,73394.0,Male,Bangalore,16,IT,81.60923529142615,False,2015
215,58,40079.0,Other,Mumbai,19,Finance,98.39063638971636,False,2012
216,69,56220.0,Female,Chennai,19,Finance,90.9743686712684,False,2007
217,66,61874.0,Female,Mumbai,15,Finance,85.17903386605417,False,2005
218,66,33859.0,Male,Chennai,13,Support,5.257439781100315,False,2005
219,69,70460.0,Other,Mumbai,10,Finance,10.441536949811802,True,2008
220,29,51419.0,Female,Chennai,6,HR,56.89831943041228,False,2003
221,56,28705.0,Male,Bangalore,15,IT,53.14792462818209,False,2010
222,19,62880.0,Other,Mumbai,12,Support,45.79632144895355,False,2004
223,20,43236.0,Female,Mumbai,14,IT,39.67893254145842,True,2024
224,66,68540.5,Female,Mumbai,15,Finance,43.12104848643289,True,2016
225,44,105514.0,Other,Mumbai,8,Support,56.92979341347952,True,2019
226,66,35358.0,Other,Delhi,2,Marketing,0.2076517600081207,True,2006
227,34,119713.0,Other,Mumbai,18,HR,26.07087741328522,False,2014
228,66,114914.0,Other,Delhi,19,Finance,51.82797206887111,True,2024
229,19,96918.0,Male,Bangalore,4,HR,72.22160986736462,False,2014
230,19,34596.0,Other,Pune,9,HR,17.415669239539632,False,2013
231,45,53572.0,Female,Pune,16,HR,54.68811737874329,False,2012
232,40,98757.0,Male,Pune,14,Marketing,71.44596838857818,False,2010
233,54,21279.0,Male,Bangalore,7,Finance,44.46276579139047,False,2012
234,49,83197.0,Female,Chennai,14,Finance,2.708113367005105,False,2021
235,50,82516.0,Female,Chennai,13,IT,44.92681584656367,True,2023
236,18,27083.0,Other,Delhi,10,Support,29.64448877441531,True,2008
237,36,37771.0,Female,Chennai,6,Support,92.96496077013283,True,2009
238,19,49975.0,Male,Chennai,11,IT,12.461338567832737,True,2003
239,61,65648.0,Other,Pune,16,Support,65.24759555072322,True,2016
240,43,68285.0,Other,Pune,16,HR,5.271976633450115,False,2013
241,49,39063.0,Male,Delhi,9,Support,49.60427260165831,True,2023
242,23,87642.0,Other,Mumbai,18,Support,55.39794872200806,True,2017
243,49,110093.0,Other,Delhi,13,IT,29.795493131686545,True,2010
244,21,106143.0,Male,Delhi,10,Marketing,45.50756355203844,False,2015
245,28,57599.0,Other,Bangalore,1,Support,16.355379453018738,True,2000
246,34,71920.0,Male,Bangalore,17,Support,30.412384946803616,False,2006
247,55,48529.0,Male,Delhi,6,Marketing,62.110632491020304,True,2009
248,41,55954.0,Female,Delhi,10,IT,30.18000558611551,True,2008
249,44,47856.0,Female,Mumbai,1,Marketing,49.60427260165831,True,2024
250,69,22573.0,Other,Chennai,19,IT,62.840695764098975,True,2002
251,51,98344.0,Other,Mumbai,17,HR,43.864901843598446,True,2021
252,23,55367.0,Male,Delhi,10,IT,3.875693555418247,False,2022
253,39,119608.0,Other,Pune,9,HR,49.954833520467126,True,2013
254,28,80774.0,Male,Pune,19,HR,76.47762421250891,False,2024
255,65,43752.0,Male,Chennai,14,IT,26.555759801241365,True,2014
256,33,75029.0,Other,Chennai,4,HR,80.67735696487674,False,2001
257,50,37685.0,Male,Mumbai,19,IT,25.18067660508815,False,2023
258,26,71693.0,Female,Mumbai,2,Support,82.37463879508005,False,2013
259,23,68540.5,Other,Mumbai,4,Support,8.52683416116774,False,2015
260,33,96908.0,Female,Chennai,7,Finance,86.61837088690295,True,2012
-1,46,94532.0,Other,Chennai,7,HR,49.91864509333305,True,2003
262,44,101994.0,Male,Chennai,7,Finance,29.6537589620262,True,2017
263,37,76133.0,Other,Pune,11,Support,26.51132504151488,False,2023
264,53,117425.0,Female,Chennai,7,Finance,43.20105589303627,True,2004
265,36,81268.0,Male,Mumbai,10,IT,99.9049498103645,True,2005
266,43,112201.0,Other,Mumbai,10,Finance,22.03273934375825,True,2006
267,20,58243.0,Male,Mumbai,7,HR,10.321664887899962,True,2014
268,36,77384.0,Male,Mumbai,9,IT,58.50351687186619,False,2000
269,37,51653.0,Female,Delhi,6,Marketing,48.854246644025714,False,2023
270,49,46657.0,Female,Delhi,16,HR,52.419627106330736,True,2003
271,24,59952.0,Other,Bangalore,3,Support,66.69354175572171,True,2024
272,69,42180.0,Male,Bangalore,12,Finance,26.714406987064933,True,2000
273,58,117432.0,Male,Bangalore,3,IT,91.06649953838884,False,2010
274,50,98411.0,Female,Delhi,4,Marketing,43.56720661222904,False,2017
275,57,21622.0,Male,Delhi,3,IT,12.908619514246178,False,2013
276,56,68756.0,Female,Bangalore,17,Support,74.22987567339443,True,2021
277,35,60809.0,Other,Bangalore,5,IT,64.31043526178503,False,2010
278,57,36725.0,Female,Chennai,1,Marketing,31.574340248403708,False,2009
279,18,68540.5,Female,Bangalore,10,Finance,62.15187240340485,True,2016
280,28,71226.0,Other,Chennai,13,HR,21.986195636897687,False,2003
281,44,101182.0,Male,Pune,4,IT,44.48393593405295,False,2023
282,42,102565.0,Female,Delhi,5,HR,89.94125221673252,True,2014
283,67,49402.0,Female,Bangalore,9,Support,13.353423316074942,True,2012
284,40,24263.0,Other,Delhi,7,Finance,38.6696449987462,True,2020
-1,48,116523.0,Male,Delhi,13,Finance,82.11424247203473,True,2012
286,47,66828.0,Female,Delhi,2,HR,96.9490899406178,False,2008
-1,59,68540.5,Other,Pune,11,Finance,45.39261364217959,True,2010
288,52,94182.0,Female,Mumbai,15,IT,50.69996201433474,True,2010
289,24,113065.0,Other,Bangalore,16,IT,57.21719617837697,True,2005
290,33,79052.0,Male,Mumbai,0,HR,93.23481416337108,False,2000
291,43,31664.0,Male,Mumbai,10,Finance,85.82067909770298,True,2021
292,65,55737.0,Male,Mumbai,9,IT,17.060112462164433,False,2005
293,69,109563.0,Male,Delhi,1,HR,43.6757817847075,False,2012
294,66,49373.0,Female,Chennai,8,Marketing,46.40004281964263,True,2021
295,44,56397.0,Female,Delhi,12,HR,78.90961116487567,True,2023
-1,18,106145.0,Male,Delhi,15,HR,60.28928826054353,False,2012
297,65,58709.0,Male,Mumbai,17,IT,65.4220462029013,True,2004
298,29,81120.0,Male,Delhi,18,Support,99.81999076656176,True,2014
299,22,39250.0,Male,Mumbai,11,Support,7.496004347001306,True,2017
300,54,41172.0,Male,Chennai,7,Support,49.60427260165831,False,2019
301,49,31555.0,Male,Bangalore,10,HR,40.78959373715468,False,2013
-1,26,107410.0,Male,Mumbai,10,IT,34.77824030488872,True,2014
303,58,98617.0,Other,Chennai,9,Finance,2.164556134698359,False,2004
304,52,73276.0,Male,Bangalore,14,HR,9.177760647117584,False,2003
305,36,77492.0,Other,Pune,10,HR,68.09532914035762,False,2001
306,65,73002.0,Other,Mumbai,6,IT,87.93244633625606,True,2006
307,33,109599.0,Male,Mumbai,12,Marketing,51.42270112659776,False,2009
308,20,92355.0,Other,Pune,16,HR,53.9191079513633,False,2015
309,37,111248.0,Male,Pune,8,Marketing,25.50934328323794,True,2012
310,41,44762.0,Male,Mumbai,7,HR,49.60427260165831,False,2017
311,50,68540.5,Female,Pune,19,Support,75.17945873672564,True,2016
312,41,116999.0,Female,Delhi,17,IT,49.60427260165831,False,2020
313,69,48769.0,Female,Bangalore,12,HR,21.266428651134284,False,2012
314,28,68540.5,Other,Bangalore,15,IT,9.701821823708944,True,2000
315,66,43150.0,Male,Bangalore,8,Support,6.4238575857125895,False,2000
316,25,88247.0,Male,Delhi,11,IT,59.26960666428778,False,2014
317,53,24853.0,Male,Pune,11,HR,82.50353191428,False,2000
318,55,68540.5,Female,Chennai,5,Marketing,85.83304317809248,True,2005
319,57,109399.0,Female,Pune,18,IT,46.36220743434498,True,2024
320,37,41792.0,Male,Mumbai,6,Finance,78.4271299306717,False,2012
321,52,79129.0,Female,Bangalore,2,IT,94.68801963410236,False,2000
322,65,94478.0,Male,Pune,15,HR,27.5170112488068,True,2004
323,42,87298.0,Male,Chennai,17,Support,39.79603463807572,True,2008
324,44,51987.0,Male,Mumbai,15,Support,93.14789925966808,True,2024
325,42,35850.0,Male,Delhi,6,Marketing,33.823096731728484,False,2016
326,46,32112.0,Male,Delhi,3,HR,91.38762903217965,False,2015
327,35,44058.0,Male,Chennai,7,HR,98.10448622544658,True,2007
328,63,65420.0,Male,Mumbai,12,Support,66.18107285744247,True,2016
-1,44,58890.0,Female,Bangalore,12,Support,81.68902895041683,True,2014
330,19,86017.0,Male,Pune,16,Marketing,74.95455642210852,False,2023
331,52,67304.0,Male,Mumbai,16,HR,69.95342576155238,True,2000
332,33,52921.0,Female,Delhi,4,Support,30.693107298123252,False,2012
333,58,21524.0,Female,Chennai,5,HR,5.709433790794371,False,2004
334,53,35048.0,Female,Chennai,18,Support,49.60427260165831,False,2023
-1,50,55111.0,Male,Pune,12,IT,66.69359852039067,True,2005
336,21,57904.0,Other,Mumbai,13,Finance,10.252919822780138,False,2024
337,50,74912.0,Other,Chennai,10,IT,1.1917982978242092,True,2000
338,31,54008.0,Female,Mumbai,6,Support,13.969237260293866,True,2024
339,38,20060.0,Other,Bangalore,7,Finance,71.57359264107953,True,2000
340,65,94666.0,Female,Pune,12,Finance,97.2793701656444,True,2009
341,37,103559.0,Male,Mumbai,5,Support,98.30646996148204,False,2009
342,25,75337.0,Other,Bangalore,5,Support,49.39791491401879,False,2002
343,24,33350.0,Male,Mumbai,2,HR,86.93523009923474,False,2016
344,20,44354.0,Male,Mumbai,2,Support,73.6826455751504,False,2018
345,34,65186.0,Male,Chennai,12,HR,50.104023698460345,True,2010
346,50,48145.0,Other,Bangalore,1,Support,57.27605329550868,True,2017
347,65,54020.0,Male,Pune,15,Marketing,13.722714661687109,True,2012
348,29,106123.0,Male,Pune,5,Support,93.7661460616592,True,2012
349,68,95186.0,Other,Mumbai,7,HR,35.19297707317768,False,2023
350,39,105469.0,Male,Chennai,7,Marketing,49.60427260165831,True,2016
-1,39,40581.0,Male,Delhi,5,IT,67.16602309978987,False,2013
352,63,108929.0,Male,Mumbai,13,Marketing,33.39024715265539,True,2003
353,47,43051.0,Other,Chennai,2,HR,49.60427260165831,True,2016
354,55,71474.0,Other,Bangalore,10,Marketing,63.10493932702206,True,2016
355,55,111748.0,Male,Mumbai,2,Support,2.498408228184945,True,2011
356,62,89626.0,Male,Pune,11,Support,72.07251120266788,False,2019
357,68,26960.0,Other,Delhi,16,HR,51.402336987650976,False,2017
358,25,55772.0,Male,Pune,10,Finance,60.57537305209344,False,2002
359,44,41520.0,Male,Mumbai,19,HR,63.188015924688514,False,2010
360,44,68540.5,Male,Mumbai,8,IT,52.70501564925637,True,2024
361,51,56408.0,Male,Bangalore,19,HR,58.2533777440736,True,2017
362,38,114006.0,Female,Mumbai,6,Marketing,68.37882008898745,False,2003
363,44,77134.0,Other,Chennai,3,Marketing,75.31188471796742,True,2016
364,50,40491.0,Female,Delhi,12,IT,72.74523912861206,True,2017
365,45,21341.0,Male,Chennai,12,Support,86.96164577322617,True,2004
366,64,64623.0,Other,Chennai,9,HR,18.94434331674028,False,2013
367,50,110327.0,Other,Bangalore,17,IT,40.11479694917976,False,2009
368,22,20338.0,Other,Delhi,16,Support,94.7796066014457,False,2014
369,65,68540.5,Other,Mumbai,19,HR,39.65905743863297,True,2000
370,36,32254.0,Other,Mumbai,19,Marketing,12.487007690592266,False,2015
371,21,71860.0,Other,Mumbai,12,HR,52.54451263621795,False,2010
372,52,31344.0,Female,Mumbai,16,Finance,10.949097255446215,False,2012
373,66,21750.0,Male,Bangalore,3,HR,20.28532387278652,False,2012
-1,34,74756.0,Male,Chennai,0,HR,99.83187565709568,False,2005
375,61,87957.0,Female,Chennai,0,HR,54.1362638396132,True,2023
376,45,78053.0,Female,Chennai,14,Finance,28.405838904042906,False,2021
377,47,90855.0,Female,Delhi,12,Marketing,99.4774954573906,True,2015
378,46,35896.0,Female,Mumbai,16,Support,49.60427260165831,False,2001
379,63,75761.0,Other,Bangalore,7,HR,44.07390410842636,False,2000
380,23,82552.0,Male,Delhi,17,Finance,26.04031087879084,False,2023
381,52,97454.0,Other,Pune,12,Marketing,83.839963809219,True,2023
382,58,110600.0,Male,Bangalore,13,Finance,71.56207169717858,True,2012
383,54,47935.0,Male,Bangalore,7,IT,68.69414350035103,True,2021
-1,41,68540.5,Female,Mumbai,10,Marketing,89.31137413224725,False,2011
385,46,68540.5,Other,Chennai,14,IT,68.94171338713247,False,2016
386,66,90342.0,Female,Bangalore,12,Marketing,28.379794304154917,True,2024
387,63,32182.0,Other,Mumbai,6,Finance,69.38631618757323,True,2014
388,48,107833.0,Male,Bangalore,4,IT,30.5813511283664,False,2018
