id,age,salary,gender,city,experience_years,department,score,is_active,joining_year
37.0,64.0,95683.0,Female,Bangalore,9.0,Marketing,79.19930334057096,False,2004.0
38.0,68.0,119097.0,Male,Delhi,4.0,Support,98.6687611617024,False,2017.0
39.0,61.0,91315.0,Male,Bangalore,9.0,IT,25.08734717161105,True,2014.0
40.0,69.0,97834.0,,Pune,11.0,Finance,50.96564508037606,,2005.0
41.0,,34153.0,Female,,9.0,Support,90.88654063190036,False,2006.0
42.0,54.0,96325.0,Male,Pune,12.0,HR,,True,2016.0
43.0,68.0,32999.0,Female,Pune,10.0,Marketing,48.74063031008076,True,2005.0
44.0,24.0,75318.0,Other,,15.0,Support,94.53716496147779,False,2007.0
45.0,38.0,20814.0,Other,Mumbai,7.0,Marketing,5.723669351680938,True,2011.0
46.0,26.0,96077.0,Male,Chennai,7.0,HR,93.0998619712584,False,2020.0
47.0,56.0,110474.0,Female,Delhi,7.0,Finance,5.050739238280655,True,2013.0
48.0,35.0,22443.0,Other,Bangalore,12.0,Finance,54.730474411468435,False,2011.0
49.0,21.0,95993.0,Female,Bangalore,1.0,HR,89.04409480010858,True,2022.0
,42.0,95916.0,Female,Mumbai,11.0,Marketing,26.27209435613028,True,2009.0
51.0,31.0,93319.0,Male,Bangalore,9.0,Support,47.224849894515856,True,2021.0
52.0,67.0,37368.0,Other,Mumbai,11.0,HR,32.43288791369666,False,2019.0
53.0,26.0,35328.0,Male,Chennai,10.0,IT,,True,2014.0
54.0,43.0,76942.0,Male,Delhi,14.0,Marketing,,True,2006.0
55.0,19.0,111751.0,Other,Chennai,15.0,Finance,70.90015113263796,False,2008.0
56.0,37.0,119131.0,Other,Pune,16.0,HR,58.76269866151087,False,
57.0,45.0,47306.0,Female,Pune,1.0,Finance,,True,2009.0
58.0,64.0,105451.0,Other,Pune,17.0,Marketing,39.226704152354706,True,2015.0
59.0,24.0,59915.0,Female,Chennai,11.0,Finance,44.75518551060619,True,2006.0
60.0,61.0,57219.0,Female,,18.0,HR,73.00017210808615,True,2004.0
61.0,25.0,100879.0,Female,Delhi,17.0,Marketing,35.77547632937142,False,2022.0
62.0,64.0,84644.0,Other,Pune,16.0,IT,6.390094204837382,True,2002.0
63.0,,80279.0,Male,Pune,5.0,HR,7.433460888607146,True,
64.0,,73028.0,Female,Pune,14.0,Support,11.536280130570386,False,2010.0
65.0,34.0,20126.0,Male,Delhi,2.0,HR,86.96813233436627,True,2014.0
66.0,53.0,72329.0,Male,Pune,5.0,Marketing,47.22264257562043,True,2020.0
67.0,67.0,47632.0,Other,Delhi,2.0,HR,71.28823693447364,True,2019.0
68.0,57.0,85310.0,Male,Pune,,,39.29093356048933,False,2004.0
69.0,21.0,75176.0,Male,Chennai,12.0,IT,25.87109474156345,False,2023.0
,19.0,,Other,Chennai,13.0,Support,34.71921675622119,True,2011.0
71.0,23.0,64327.0,Female,Delhi,12.0,Finance,79.41823453171835,True,2003.0
72.0,59.0,88904.0,,Chennai,3.0,Marketing,62.52161250314382,False,2014.0
73.0,21.0,23797.0,Other,Delhi,6.0,Marketing,93.7639779957902,True,2008.0
74.0,,67882.0,Male,Chennai,9.0,Finance,67.97047785768339,True,2006.0
75.0,,33718.0,Male,Chennai,6.0,IT,57.0181631754694,False,2009.0
76.0,,54560.0,Female,Delhi,14.0,,61.01960089858345,False,2022.0
77.0,61.0,96589.0,Male,Bangalore,14.0,HR,94.23714394684146,False,2012.0
78.0,51.0,42116.0,Other,Chennai,3.0,Support,78.8200929866706,True,2007.0
,,56244.0,Male,Pune,5.0,Support,,True,2011.0
80.0,53.0,21645.0,Female,,,Support,53.41396961356972,True,2021.0
81.0,31.0,67523.0,Female,Delhi,4.0,HR,68.83384115465648,True,2023.0
82.0,48.0,39256.0,Other,Bangalore,19.0,Support,74.86984784391551,False,2018.0
83.0,65.0,73173.0,Female,Mumbai,11.0,Finance,21.314211931393668,True,2000.0
84.0,32.0,57430.0,Male,Mumbai,0.0,HR,,True,2015.0
85.0,,59282.0,Female,Chennai,7.0,Finance,95.58431471751638,,2021.0
86.0,31.0,83374.0,Other,Chennai,0.0,HR,23.671530584486977,False,2016.0
87.0,40.0,88244.0,Female,Pune,4.0,Support,88.26154575172458,True,2024.0
88.0,57.0,31694.0,Female,Bangalore,5.0,Finance,9.69787625160954,False,2017.0
89.0,38.0,76264.0,Female,Mumbai,2.0,Finance,5.570683611524519,False,2010.0
90.0,33.0,95060.0,Other,Chennai,14.0,Finance,12.922380010274937,,2017.0
91.0,62.0,117416.0,Female,Bangalore,4.0,HR,5.7741079467036,True,2006.0
92.0,35.0,77545.0,Female,Chennai,13.0,Marketing,84.5012237155776,True,
93.0,64.0,,Male,Chennai,17.0,Support,5.905014445827195,True,2007.0
94.0,41.0,117945.0,,Mumbai,15.0,Finance,27.166419136365548,False,2005.0
95.0,43.0,33224.0,Female,Mumbai,5.0,Marketing,10.375634353585639,False,2006.0
96.0,42.0,60738.0,Other,Chennai,13.0,Support,29.542203631376495,True,2022.0
97.0,62.0,45150.0,Female,Delhi,7.0,Support,9.055946760092048,True,2021.0
98.0,,83731.0,Female,Chennai,6.0,Finance,66.8003250743014,False,2009.0
99.0,46.0,69688.0,Female,Chennai,7.0,Finance,13.332681634257515,True,2010.0
100.0,32.0,,Male,Pune,12.0,HR,85.18459258388879,True,2024.0
101.0,62.0,93509.0,Male,Pune,5.0,Marketing,81.7191050726641,,2012.0
102.0,18.0,28577.0,Male,,17.0,,1.366168547060942,True,2008.0
103.0,42.0,28070.0,Other,Delhi,1.0,Finance,89.57263555151145,False,2006.0
104.0,24.0,28666.0,Other,Delhi,7.0,Support,2.894431674336706,True,2008.0
105.0,26.0,77761.0,Male,Chennai,10.0,Finance,23.96457849575566,False,2012.0
106.0,41.0,56368.0,Other,Pune,0.0,Support,3.238913777599506,True,2002.0
107.0,18.0,26783.0,Female,Delhi,5.0,Support,33.584348703931596,True,2002.0
108.0,61.0,61914.0,Female,Mumbai,15.0,Finance,51.38665257132716,False,2000.0
109.0,25.0,90507.0,Female,Chennai,19.0,IT,79.66448690151381,True,2020.0
110.0,41.0,99026.0,Male,Bangalore,11.0,Marketing,33.79815504698362,False,2019.0
111.0,28.0,87526.0,Other,Chennai,10.0,Support,70.54900246731167,True,2001.0
112.0,68.0,90835.0,Male,Bangalore,9.0,Support,18.750445711898035,True,2024.0
113.0,34.0,65765.0,Other,Pune,2.0,IT,75.05984567441264,True,2002.0
114.0,25.0,39956.0,Female,Bangalore,12.0,HR,23.599660590923754,True,2014.0
115.0,52.0,107895.0,Male,Pune,2.0,IT,14.354475594376792,True,2023.0
116.0,52.0,66240.0,,Mumbai,14.0,IT,18.54088503740543,False,2005.0
117.0,50.0,57148.0,Other,Bangalore,15.0,Support,18.20631288818554,False,2012.0
118.0,22.0,114270.0,Female,Chennai,12.0,Marketing,51.286287937699115,True,2020.0
119.0,59.0,24757.0,Male,Pune,16.0,,84.4797581188146,True,2000.0
120.0,56.0,39097.0,Male,Chennai,2.0,HR,,False,2019.0
121.0,58.0,30395.0,,Delhi,19.0,Finance,70.69563184934226,False,2018.0
122.0,45.0,36241.0,Female,,10.0,IT,65.43464596528577,True,2000.0
123.0,,47696.0,Male,Bangalore,18.0,IT,87.25199518293624,,2020.0
,26.0,90480.0,Female,,10.0,HR,24.414756050690723,False,2021.0
125.0,25.0,66163.0,Female,Chennai,15.0,Marketing,45.010985868502964,True,2001.0
126.0,29.0,39816.0,Female,Mumbai,2.0,IT,92.58273744435174,False,2014.0
127.0,51.0,69840.0,Other,Pune,5.0,IT,65.99934501353172,True,2013.0
128.0,50.0,72853.0,Male,Bangalore,13.0,Marketing,38.87684128615969,False,2018.0
129.0,65.0,,Male,Delhi,17.0,HR,13.141238285526846,False,2010.0
130.0,,116731.0,Female,Mumbai,16.0,IT,26.248500790059104,True,2014.0
131.0,41.0,41566.0,Female,Delhi,3.0,,58.121547748938326,False,2005.0
132.0,54.0,95452.0,Male,Pune,14.0,IT,71.81679475605137,True,2019.0
133.0,52.0,82823.0,Female,Chennai,10.0,Finance,12.442188685189349,True,2008.0
134.0,61.0,40806.0,Male,Chennai,2.0,Support,59.9597260044054,True,2004.0
135.0,57.0,95520.0,Other,Bangalore,2.0,Finance,55.0351278838751,True,2019.0
136.0,39.0,21759.0,Female,Chennai,15.0,IT,51.3955446690708,False,2001.0
137.0,44.0,61949.0,Male,Mumbai,4.0,HR,69.01231176820079,True,2005.0
138.0,52.0,112374.0,Female,Chennai,9.0,Support,83.74495950834618,True,2017.0
139.0,,22482.0,Male,Bangalore,18.0,Finance,32.298968317686835,True,2022.0
140.0,52.0,44442.0,Male,Pune,3.0,Marketing,88.90121901109595,True,2018.0
141.0,54.0,53719.0,Female,Pune,18.0,HR,16.063361261855068,False,
142.0,64.0,78066.0,Other,,10.0,Finance,17.302386975116434,True,2020.0
143.0,31.0,113501.0,Male,Delhi,1.0,Marketing,26.67720636239239,False,2023.0
144.0,20.0,,Male,Pune,9.0,IT,11.953086954707782,False,2005.0
145.0,18.0,22717.0,Male,Chennai,10.0,Marketing,23.031922468287757,False,2013.0
146.0,22.0,79676.0,Other,Bangalore,19.0,Finance,,True,
147.0,43.0,47952.0,Other,Chennai,15.0,Finance,,True,2012.0
148.0,31.0,106444.0,Female,Pune,18.0,IT,,True,2010.0
149.0,56.0,62460.0,Other,Bangalore,,Marketing,74.72975575598568,True,2011.0
150.0,44.0,110397.0,Female,Chennai,13.0,Marketing,4.791386791333374,False,2018.0
151.0,26.0,92847.0,Female,Mumbai,1.0,IT,94.85203275139152,False,2018.0
152.0,32.0,113607.0,Other,Bangalore,4.0,Marketing,71.11600875277662,True,2020.0
153.0,32.0,109106.0,Female,Mumbai,4.0,IT,0.6796548586111784,True,2018.0
154.0,43.0,38449.0,Other,Delhi,,HR,76.3856500200214,True,2023.0
155.0,59.0,53536.0,Female,Bangalore,11.0,Finance,51.40819207661853,True,2012.0
156.0,30.0,,Other,Mumbai,17.0,HR,,True,2013.0
157.0,68.0,58258.0,Other,Pune,,Support,52.249680889058844,True,2023.0
158.0,49.0,68302.0,Female,Pune,16.0,Support,64.10248576353547,True,2017.0
159.0,56.0,48865.0,Male,Delhi,9.0,Support,78.63316553950405,,2011.0
160.0,66.0,26645.0,Female,Bangalore,19.0,IT,40.51080545878567,False,2003.0
161.0,69.0,58000.0,,Bangalore,5.0,Marketing,0.2708149820452088,False,2009.0
162.0,49.0,46737.0,Male,Bangalore,13.0,HR,84.99464959451885,False,2016.0
163.0,21.0,31485.0,,Delhi,10.0,HR,38.08903626246626,True,2003.0
164.0,,58565.0,Female,Bangalore,10.0,HR,49.60427260165831,True,2011.0
165.0,54.0,45522.0,Female,Pune,17.0,HR,0.7766642153968717,True,2012.0
166.0,40.0,85155.0,Male,Mumbai,17.0,Support,49.2092010350098,True,2003.0
167.0,56.0,,Other,Pune,10.0,HR,98.64874015717295,,2009.0
168.0,62.0,72487.0,Female,Pune,11.0,Marketing,27.826766081876965,False,2024.0
,32.0,32342.0,Female,Mumbai,4.0,Support,39.541827024237804,True,2002.0
170.0,60.0,,Female,,8.0,HR,68.71899964686766,False,2014.0
171.0,46.0,68770.0,Female,Delhi,8.0,IT,81.47936675236586,True,2001.0
172.0,53.0,98623.0,Female,Mumbai,9.0,Finance,41.73916240061003,,2024.0
173.0,30.0,119785.0,Other,Pune,18.0,Finance,30.966887040129254,True,2024.0
174.0,49.0,95629.0,Other,Chennai,0.0,Finance,93.7825799985067,False,2016.0
175.0,24.0,72603.0,Female,Pune,6.0,Support,67.71449666716693,True,2005.0
176.0,68.0,101974.0,Male,Delhi,3.0,HR,11.902130449314107,True,2007.0
177.0,39.0,46399.0,Other,Bangalore,0.0,Support,6.892787813464862,,2002.0
178.0,45.0,105382.0,Male,Pune,14.0,Marketing,,True,2024.0
179.0,19.0,101244.0,Other,Bangalore,7.0,IT,22.009006604727244,False,2017.0
180.0,59.0,96534.0,Female,Chennai,11.0,IT,25.39847533762535,True,2021.0
181.0,62.0,75106.0,Other,Pune,17.0,Finance,87.76921788278483,False,2000.0
182.0,23.0,50678.0,Female,Mumbai,14.0,Finance,8.956602431631067,True,2015.0
183.0,45.0,96218.0,Other,Bangalore,16.0,Finance,71.53641152288897,False,2006.0
184.0,45.0,83230.0,Female,Chennai,13.0,HR,27.114225338058805,True,2002.0
185.0,61.0,94055.0,Female,Mumbai,13.0,Marketing,76.03282214041377,True,2022.0
186.0,61.0,76373.0,Female,Mumbai,17.0,Marketing,72.24113844635446,False,2003.0
187.0,37.0,,Female,Mumbai,19.0,Marketing,0.7391901444293025,True,2008.0
188.0,,,Male,Mumbai,17.0,Marketing,50.91354129215991,True,2004.0
189.0,28.0,88836.0,Female,Pune,15.0,Finance,13.931948237804637,False,2018.0
190.0,45.0,92258.0,Male,Pune,0.0,IT,86.62270305786768,,2014.0
191.0,42.0,59986.0,Male,Pune,10.0,,87.15858828624066,False,2007.0
192.0,56.0,44160.0,Female,Chennai,14.0,Marketing,,True,2005.0
,50.0,,Male,Chennai,11.0,Finance,44.43956184510805,False,
194.0,,99111.0,Other,Chennai,7.0,Marketing,30.32829394045271,False,2018.0
195.0,44.0,84929.0,Female,Delhi,19.0,Support,71.6606298960031,False,2023.0
196.0,69.0,93506.0,Male,Chennai,5.0,IT,35.86613630264591,False,2014.0
197.0,30.0,54911.0,Female,Pune,2.0,Support,,True,2006.0
198.0,58.0,107127.0,Female,Pune,12.0,HR,43.22310595045082,True,2009.0
,20.0,51821.0,Female,Delhi,12.0,Finance,9.148751838745872,False,
200.0,56.0,95039.0,,,1.0,HR,74.66032046442038,True,2013.0
201.0,23.0,80535.0,Other,Chennai,4.0,,1.2596401271786961,True,2016.0
202.0,25.0,104458.0,Other,Bangalore,16.0,Support,64.4485061520594,True,2008.0
,44.0,32175.0,Male,Delhi,,Marketing,18.28645267548724,False,2018.0
204.0,26.0,74771.0,Female,Mumbai,1.0,Marketing,23.240404621441314,True,2004.0
205.0,54.0,106925.0,Male,Pune,3.0,Finance,63.56319986400399,True,2022.0
206.0,50.0,86358.0,Male,Mumbai,10.0,Marketing,99.29434657829071,False,2006.0
207.0,68.0,37327.0,Male,Pune,7.0,Support,77.77174890725507,True,2018.0
208.0,59.0,67057.0,Female,Pune,11.0,,22.5839632223392,False,2019.0
209.0,61.0,26150.0,Male,Delhi,7.0,Support,,False,2006.0
210.0,41.0,24425.0,Female,Delhi,10.0,HR,86.62328702676703,,2023.0
211.0,32.0,,Male,Mumbai,19.0,Support,44.41839479215043,True,2001.0
212.0,49.0,22198.0,Other,Pune,7.0,IT,13.705280282815547,True,2024.0
213.0,49.0,80500.0,Male,Mumbai,7.0,IT,86.2211423321938,False,
214.0,41.0,73394.0,Male,Bangalore,16.0,IT,81.60923529142615,False,2015.0
215.0,58.0,40079.0,Other,Mumbai,19.0,Finance,98.39063638971636,False,2012.0
216.0,69.0,56220.0,Female,Chennai,19.0,Finance,90.9743686712684,False,2007.0
217.0,66.0,61874.0,Female,Mumbai,15.0,Finance,85.17903386605417,False,2005.0
218.0,66.0,33859.0,Male,Chennai,13.0,Support,5.257439781100315,False,2005.0
219.0,69.0,70460.0,Other,,10.0,Finance,10.441536949811802,True,2008.0
220.0,29.0,51419.0,Female,Chennai,6.0,HR,56.89831943041228,False,2003.0
221.0,56.0,28705.0,Male,Bangalore,15.0,IT,53.14792462818209,False,2010.0
222.0,19.0,62880.0,Other,Mumbai,12.0,Support,45.79632144895355,False,2004.0
223.0,20.0,43236.0,Female,Mumbai,14.0,IT,39.67893254145842,True,2024.0
224.0,66.0,,Female,,15.0,Finance,43.12104848643289,True,2016.0
225.0,,105514.0,Other,,8.0,Support,56.92979341347952,True,2019.0
226.0,66.0,35358.0,Other,Delhi,2.0,Marketing,0.2076517600081207,True,2006.0
227.0,34.0,119713.0,Other,Mumbai,18.0,HR,26.07087741328522,False,2014.0
228.0,66.0,114914.0,Other,Delhi,19.0,Finance,51.827972068871105,True,2024.0
229.0,19.0,96918.0,,Bangalore,4.0,,72.22160986736462,False,2014.0
230.0,19.0,34596.0,Other,Pune,9.0,HR,17.415669239539632,False,2013.0
231.0,45.0,53572.0,Female,Pune,16.0,HR,54.68811737874329,False,2012.0
232.0,40.0,98757.0,,Pune,14.0,Marketing,71.44596838857818,False,2010.0
233.0,54.0,21279.0,Male,Bangalore,7.0,Finance,44.46276579139047,False,2012.0
234.0,49.0,83197.0,Female,Chennai,14.0,Finance,2.708113367005105,False,2021.0
235.0,50.0,82516.0,Female,Chennai,13.0,IT,44.92681584656367,True,2023.0
236.0,18.0,27083.0,Other,Delhi,,Support,29.64448877441531,True,2008.0
237.0,36.0,37771.0,Female,Chennai,6.0,Support,92.96496077013283,True,2009.0
238.0,19.0,49975.0,Male,Chennai,11.0,IT,12.461338567832737,True,2003.0
239.0,61.0,65648.0,Other,Pune,16.0,Support,65.24759555072322,True,2016.0
240.0,43.0,68285.0,Other,Pune,16.0,HR,5.271976633450115,False,2013.0
241.0,49.0,39063.0,Male,Delhi,9.0,Support,,True,2023.0
242.0,23.0,87642.0,Other,Mumbai,18.0,Support,55.39794872200806,True,2017.0
243.0,49.0,110093.0,Other,Delhi,13.0,IT,29.795493131686545,True,2010.0
244.0,21.0,106143.0,Male,Delhi,10.0,Marketing,45.50756355203844,False,2015.0
245.0,28.0,57599.0,Other,Bangalore,1.0,Support,16.355379453018738,,2000.0
246.0,34.0,71920.0,Male,Bangalore,17.0,Support,30.412384946803616,False,2006.0
247.0,55.0,48529.0,Male,Delhi,6.0,Marketing,62.110632491020304,True,2009.0
248.0,41.0,55954.0,Female,Delhi,,IT,30.18000558611551,,2008.0
249.0,,47856.0,Female,,1.0,Marketing,,True,2024.0
250.0,69.0,22573.0,Other,Chennai,19.0,IT,62.840695764098975,True,2002.0
251.0,51.0,98344.0,Other,,17.0,HR,43.864901843598446,True,2021.0
252.0,23.0,55367.0,Male,Delhi,,IT,3.875693555418247,False,2022.0
253.0,39.0,119608.0,Other,Pune,9.0,HR,49.954833520467126,True,2013.0
254.0,28.0,80774.0,Male,Pune,19.0,HR,76.47762421250891,False,2024.0
255.0,65.0,43752.0,Male,Chennai,14.0,IT,26.555759801241365,True,2014.0
256.0,33.0,75029.0,Other,Chennai,4.0,,80.67735696487674,False,2001.0
257.0,50.0,37685.0,Male,Mumbai,19.0,IT,25.18067660508815,False,2023.0
258.0,26.0,71693.0,Female,Mumbai,2.0,Support,82.37463879508005,False,2013.0
259.0,23.0,,Other,Mumbai,4.0,Support,8.52683416116774,False,2015.0
260.0,33.0,96908.0,Female,Chennai,7.0,Finance,86.61837088690295,True,
,46.0,94532.0,Other,Chennai,7.0,HR,49.91864509333305,True,2003.0
262.0,,101994.0,Male,Chennai,7.0,Finance,29.6537589620262,True,2017.0
263.0,37.0,76133.0,Other,Pune,11.0,Support,26.511325041514876,False,2023.0
264.0,53.0,117425.0,Female,Chennai,7.0,Finance,43.20105589303627,True,2004.0
265.0,36.0,81268.0,Male,,10.0,IT,99.9049498103645,True,2005.0
266.0,43.0,112201.0,Other,Mumbai,,Finance,22.032739343758255,True,2006.0
267.0,20.0,58243.0,,,7.0,HR,10.321664887899962,True,2014.0
268.0,36.0,77384.0,,Mumbai,9.0,IT,58.50351687186619,False,2000.0
269.0,37.0,51653.0,Female,Delhi,6.0,Marketing,48.854246644025714,False,2023.0
270.0,49.0,46657.0,Female,Delhi,16.0,,52.419627106330736,True,2003.0
271.0,24.0,59952.0,Other,Bangalore,3.0,Support,66.69354175572171,True,2024.0
272.0,69.0,42180.0,Male,Bangalore,12.0,Finance,26.714406987064933,True,2000.0
273.0,58.0,117432.0,Male,Bangalore,3.0,IT,91.06649953838884,False,2010.0
274.0,50.0,98411.0,Female,Delhi,4.0,Marketing,43.567206612229036,False,2017.0
275.0,57.0,21622.0,Male,Delhi,3.0,IT,12.908619514246178,False,2013.0
276.0,56.0,68756.0,Female,Bangalore,17.0,Support,74.22987567339443,True,2021.0
277.0,35.0,60809.0,Other,Bangalore,5.0,IT,64.31043526178503,False,2010.0
278.0,57.0,36725.0,Female,Chennai,1.0,Marketing,31.574340248403708,False,2009.0
279.0,18.0,,Female,Bangalore,10.0,Finance,62.15187240340485,,2016.0
280.0,28.0,71226.0,Other,Chennai,13.0,HR,21.986195636897687,False,2003.0
281.0,,101182.0,Male,Pune,4.0,IT,44.48393593405295,False,2023.0
282.0,42.0,102565.0,Female,Delhi,5.0,HR,89.94125221673252,True,2014.0
283.0,67.0,49402.0,Female,Bangalore,9.0,Support,13.353423316074942,,
284.0,40.0,24263.0,Other,Delhi,7.0,Finance,38.6696449987462,True,2020.0
,48.0,116523.0,Male,Delhi,13.0,Finance,82.11424247203473,True,2012.0
286.0,47.0,66828.0,Female,Delhi,2.0,,96.94908994061781,False,2008.0
,59.0,,Other,Pune,11.0,Finance,45.39261364217959,,2010.0
288.0,52.0,94182.0,Female,Mumbai,15.0,IT,50.699962014334744,True,2010.0
289.0,24.0,113065.0,Other,Bangalore,16.0,IT,57.21719617837697,True,2005.0
290.0,33.0,79052.0,Male,Mumbai,0.0,HR,93.23481416337108,False,2000.0
291.0,43.0,31664.0,Male,Mumbai,,Finance,85.82067909770298,True,2021.0
292.0,65.0,55737.0,Male,Mumbai,9.0,IT,17.060112462164433,False,2005.0
293.0,69.0,109563.0,Male,Delhi,1.0,HR,43.6757817847075,False,2012.0
294.0,66.0,49373.0,Female,Chennai,8.0,Marketing,46.40004281964263,,2021.0
295.0,,56397.0,Female,Delhi,12.0,HR,78.90961116487567,True,2023.0
,18.0,106145.0,Male,Delhi,15.0,HR,60.28928826054353,False,
297.0,65.0,58709.0,Male,Mumbai,17.0,IT,65.4220462029013,True,2004.0
298.0,29.0,81120.0,,Delhi,18.0,Support,99.81999076656176,True,2014.0
299.0,22.0,39250.0,,Mumbai,11.0,Support,7.496004347001306,True,2017.0
300.0,54.0,41172.0,Male,Chennai,7.0,Support,,False,2019.0
301.0,49.0,31555.0,Male,Bangalore,,HR,40.78959373715468,False,2013.0
,26.0,107410.0,Male,Mumbai,,IT,34.77824030488872,,2014.0
303.0,58.0,98617.0,Other,Chennai,9.0,Finance,2.164556134698359,False,2004.0
304.0,52.0,73276.0,Male,Bangalore,14.0,HR,9.177760647117584,False,2003.0
305.0,36.0,77492.0,Other,Pune,,HR,68.09532914035762,False,2001.0
306.0,65.0,73002.0,Other,Mumbai,6.0,IT,87.93244633625606,True,2006.0
307.0,33.0,109599.0,Male,Mumbai,12.0,Marketing,51.42270112659776,False,2009.0
308.0,20.0,92355.0,Other,Pune,16.0,HR,53.9191079513633,False,2015.0
309.0,37.0,111248.0,Male,Pune,8.0,Marketing,25.50934328323794,True,
310.0,41.0,44762.0,,Mumbai,7.0,,,False,2017.0
311.0,50.0,,Female,Pune,19.0,Support,75.17945873672564,True,2016.0
312.0,41.0,116999.0,Female,Delhi,17.0,IT,,False,2020.0
313.0,69.0,48769.0,Female,Bangalore,12.0,,21.266428651134284,False,
314.0,28.0,,Other,Bangalore,15.0,IT,9.701821823708945,,2000.0
315.0,66.0,43150.0,Male,Bangalore,8.0,Support,6.4238575857125895,False,2000.0
316.0,25.0,88247.0,Male,Delhi,11.0,IT,59.26960666428778,False,2014.0
317.0,53.0,24853.0,Male,Pune,11.0,HR,82.50353191428,False,2000.0
318.0,55.0,,Female,Chennai,5.0,Marketing,85.83304317809248,True,2005.0
319.0,57.0,109399.0,Female,Pune,18.0,IT,46.36220743434498,,2024.0
320.0,37.0,41792.0,Male,Mumbai,6.0,Finance,78.4271299306717,False,2012.0
321.0,52.0,79129.0,Female,Bangalore,2.0,IT,94.68801963410236,False,2000.0
322.0,65.0,94478.0,Male,Pune,15.0,,27.5170112488068,True,2004.0
323.0,42.0,87298.0,,Chennai,17.0,Support,39.79603463807572,True,2008.0
324.0,,51987.0,Male,Mumbai,15.0,Support,93.14789925966807,True,2024.0
325.0,42.0,35850.0,Male,Delhi,6.0,Marketing,33.823096731728484,False,2016.0
326.0,46.0,32112.0,Male,Delhi,3.0,HR,91.38762903217963,False,2015.0
327.0,35.0,44058.0,Male,Chennai,7.0,HR,98.10448622544658,True,2007.0
328.0,63.0,65420.0,Male,Mumbai,12.0,Support,66.18107285744247,True,2016.0
,,58890.0,Female,Bangalore,12.0,Support,81.68902895041683,True,2014.0
330.0,19.0,86017.0,Male,Pune,16.0,Marketing,74.95455642210852,False,2023.0
331.0,52.0,67304.0,Male,Mumbai,16.0,HR,69.95342576155238,True,2000.0
332.0,33.0,52921.0,Female,Delhi,4.0,Support,30.693107298123255,False,
333.0,58.0,21524.0,Female,Chennai,5.0,HR,5.709433790794371,False,2004.0
