Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1.0,,11.475715268998075,4.0,,150.3947115093676,S
1,2.0,male,,2.0,,155.74122024761485,Q
1,3.0,female,36.816277842728425,1.0,5.0,184.3793652596981,S
1,3.0,female,41.85255016095311,0.0,2.0,,Q
1,3.0,female,61.32522788951853,3.0,0.0,62.215127453782024,S
1,,female,36.33926170662883,1.0,1.0,129.7345320240192,Q
0,2.0,,63.39930506180757,5.0,5.0,86.06694035950842,S
1,1.0,,49.84935825659114,5.0,5.0,120.94669852005069,S
1,3.0,male,9.934879414481975,1.0,3.0,86.89723069891029,Q
0,,male,13.350183633034248,4.0,1.0,34.83417840224402,Q
1,3.0,female,35.525664310531894,2.0,1.0,96.5382165734969,C
0,3.0,female,32.35426205403412,2.0,,139.7289752785014,C
1,1.0,male,59.73999730134627,,,160.86034249519173,Q
0,1.0,male,46.878234043990794,3.0,2.0,101.19862397532663,Q
1,1.0,male,31.662513399177694,0.0,3.0,37.22138859102818,S
1,1.0,female,,0.0,1.0,,S
0,3.0,female,18.920131083714118,5.0,3.0,,C
0,1.0,female,46.46458045905566,3.0,5.0,85.5075577703292,C
0,1.0,female,,4.0,2.0,140.82350475282334,C
0,1.0,male,41.67927319999309,1.0,0.0,,S
0,1.0,male,14.48351738887646,2.0,1.0,52.03850939633236,S
0,3.0,male,53.3695939352207,,2.0,160.24934906449948,S
0,1.0,male,68.3505605276214,2.0,3.0,21.421623543783973,C
0,3.0,,21.377221036165146,1.0,5.0,107.35360513725436,Q
1,2.0,female,39.8296238407143,4.0,,45.733751677463964,C
1,3.0,male,78.06665899265124,4.0,0.0,18.077797565568254,S
0,3.0,male,27.326097503507484,3.0,2.0,,C
1,1.0,male,,1.0,5.0,102.4146204073101,C
1,2.0,male,8.125460315819305,1.0,3.0,142.84567582676556,C
1,2.0,male,48.875185195876014,3.0,1.0,150.22638514512144,C
1,2.0,female,,3.0,1.0,146.91934029511486,S
0,2.0,female,,4.0,,84.86395291876724,C
1,,male,57.5373495137126,,3.0,128.1795085091797,S
0,2.0,male,,5.0,4.0,117.50432231557225,C
1,3.0,male,56.624244500959314,1.0,4.0,87.20454244279932,S
1,,female,,4.0,5.0,121.45647536626868,Q
1,,female,,4.0,5.0,189.7133359577212,S
0,2.0,female,68.81149700112393,1.0,5.0,42.61428001786858,S
1,1.0,male,76.59001773590198,3.0,0.0,181.62555867817764,Q
0,1.0,,40.423857659422424,1.0,3.0,15.42382522672368,Q
1,,male,74.5912688832657,0.0,,65.13589651582383,Q
0,1.0,female,,1.0,3.0,61.188323479248005,Q
1,1.0,female,43.53235076481822,,5.0,127.14119603677662,Q
0,3.0,female,,1.0,0.0,,Q
0,3.0,male,17.533733160879468,0.0,3.0,177.057784308752,C
1,2.0,male,1.293853204626676,0.0,3.0,166.56752465068305,
0,2.0,female,20.07899192162884,1.0,4.0,132.15283483862916,
1,1.0,,41.26813055668165,5.0,3.0,94.39069719947857,S
1,,male,31.01683622852045,4.0,4.0,186.92642821770528,S
1,2.0,male,36.43033301220807,2.0,4.0,166.9955781705084,Q
1,2.0,male,78.47120934555991,4.0,2.0,102.36645387584275,C
1,2.0,male,28.67151728287688,,5.0,141.86530411859067,C
1,2.0,male,,1.0,0.0,,S
1,2.0,male,11.547728556872745,1.0,4.0,119.64873648571158,Q
1,2.0,,4.788660862522024,1.0,3.0,69.5403335403069,C
1,1.0,,,1.0,4.0,95.10649790185487,Q
1,3.0,male,46.08397083068631,5.0,4.0,20.23367900400012,Q
1,3.0,female,61.09567967746771,2.0,,74.68299487459554,S
0,2.0,female,12.839161112037578,3.0,1.0,140.68656049561963,Q
0,3.0,female,46.17447292343258,0.0,1.0,,Q
1,3.0,female,21.03775547296867,2.0,1.0,192.79750198878895,S
1,3.0,male,19.016883535101574,4.0,1.0,113.36595947935388,C
1,2.0,female,1.9105551101858351,3.0,2.0,123.2913391028685,Q
1,2.0,female,11.29691716195668,3.0,,41.21563117268866,S
1,3.0,male,25.432180808475934,1.0,2.0,140.5850810782385,C
1,3.0,male,,2.0,,18.778464571505317,Q
1,2.0,male,78.88281679246407,4.0,5.0,60.513708730891686,
1,1.0,female,25.3819792333921,1.0,,135.33085272066123,S
0,3.0,male,11.295591789483925,1.0,2.0,65.51047565098041,
1,1.0,female,16.72750271340866,5.0,1.0,14.720140452318592,S
0,3.0,male,47.42855503897664,0.0,1.0,,S
1,1.0,male,6.059438385318292,3.0,3.0,,Q
1,1.0,female,69.1322962811514,4.0,4.0,,S
0,1.0,male,76.95847465973463,3.0,0.0,19.58369207805871,C
1,2.0,male,20.49304623272309,2.0,2.0,54.09296576380696,
0,1.0,male,36.557526218677886,0.0,4.0,39.71310970819762,
1,1.0,male,2.7486216313302685,1.0,4.0,155.98852296712943,Q
1,1.0,male,51.6161077534505,0.0,5.0,67.72838910007172,C
0,3.0,female,33.70015858615452,1.0,5.0,161.91567808276733,Q
1,1.0,female,22.3346188220229,0.0,2.0,38.899969575514795,S
0,3.0,male,,1.0,2.0,101.11144001109633,S
1,1.0,female,52.66782313504208,3.0,2.0,139.16724104286013,Q
0,1.0,female,33.88114545155284,,2.0,132.1382165038417,C
0,2.0,female,15.19308383336305,3.0,1.0,122.2202349364024,C
1,3.0,male,,3.0,4.0,,Q
1,1.0,male,45.6407103598988,0.0,4.0,49.562403802815155,S
0,3.0,male,68.83509233943019,1.0,1.0,101.27524487011055,
1,3.0,female,10.28059601124294,,4.0,177.3785472641197,Q
1,2.0,female,63.067661553612034,0.0,2.0,20.18928429105562,C
1,2.0,male,54.20782615856346,1.0,0.0,15.898212309349674,S
0,2.0,male,10.085864009419728,0.0,5.0,,
0,2.0,female,55.89083765986594,5.0,5.0,128.4391378099136,C
0,2.0,female,35.882235821506605,3.0,4.0,55.67652715771234,S
0,2.0,male,75.6537980589116,2.0,0.0,42.0967773427158,
0,2.0,female,12.187296698814045,0.0,5.0,94.46645149486696,S
0,2.0,female,51.7838378744433,3.0,0.0,,Q
0,1.0,female,31.17642359157273,4.0,1.0,53.46875286826438,S
0,,female,76.58835897667934,1.0,3.0,,Q
0,,female,27.06801672793184,5.0,4.0,124.64406443824521,C
1,2.0,female,77.01268684985222,3.0,1.0,189.41899228794327,S
0,3.0,female,72.21738223695918,4.0,,136.5746368504272,Q
1,1.0,male,22.36027558954185,0.0,0.0,157.6663079989892,Q
1,3.0,male,64.47980036928779,0.0,4.0,76.5279684773164,Q
1,,female,79.65273194247698,4.0,1.0,58.089600079970886,Q
0,,female,20.960377171531306,5.0,2.0,93.58220992451139,C
0,3.0,female,35.50539637654225,4.0,,162.39090159877637,
0,3.0,male,42.09427818877401,1.0,2.0,93.97843014915838,S
0,2.0,male,24.29955972850528,0.0,,170.1114547140229,
1,2.0,female,2.205922332036351,,2.0,197.8105362355498,
0,2.0,male,18.390210291604607,2.0,2.0,19.045199817415586,S
0,2.0,female,23.27301386299892,2.0,0.0,13.854980436322219,S
0,3.0,female,36.044376404136784,,1.0,34.16999206810556,
0,3.0,female,14.517095794658747,1.0,3.0,79.95208676819752,S
0,1.0,female,69.98709417864214,0.0,1.0,30.553230783359318,
1,1.0,female,56.68797948577555,2.0,2.0,174.77957313565742,C
0,3.0,,7.730837727213297,4.0,5.0,9.51351895027744,Q
1,1.0,female,52.35730364005458,4.0,2.0,66.57957968548538,C
0,3.0,male,52.63886163604401,3.0,1.0,41.01545275137004,S
1,1.0,female,76.54147271784659,4.0,3.0,186.6501693807188,C
0,2.0,male,1.2386488371367386,1.0,5.0,135.54879595355544,C
0,,female,20.58666353465877,2.0,3.0,182.84590000801802,Q
1,,female,74.29552687064992,3.0,0.0,194.6040985105267,Q
1,2.0,,74.63857931646436,2.0,2.0,101.934157517087,C
1,2.0,,57.926327130280356,2.0,2.0,,C
0,2.0,female,61.49530236275566,1.0,0.0,42.77711330833491,S
1,1.0,male,8.227153676442121,4.0,1.0,48.4691780287389,Q
0,3.0,female,41.59619094748046,1.0,2.0,143.17569498629055,C
0,2.0,female,19.29505631183095,4.0,1.0,12.886916983985143,Q
1,1.0,male,15.316225445475764,3.0,3.0,15.015409241379398,
1,2.0,male,65.01396063074327,1.0,5.0,123.58787376471426,S
0,1.0,male,11.668012797763247,1.0,,130.20114361379427,
0,1.0,,38.02347932271444,5.0,5.0,134.7262702428797,S
1,1.0,female,75.1476809272966,0.0,4.0,77.51669839477529,C
1,3.0,male,15.680732389662062,1.0,0.0,162.15925329925986,Q
1,1.0,male,78.26148047532054,5.0,5.0,109.05679460669043,Q
0,1.0,male,79.54875087512366,0.0,2.0,25.56579785183679,
0,3.0,male,44.89375521990983,,0.0,160.43436487813233,C
0,3.0,male,14.441276473995476,,3.0,190.84821832273937,
0,1.0,female,25.972286147330756,4.0,3.0,16.707081035459943,
0,3.0,female,34.53493378144628,5.0,3.0,,
0,2.0,,25.43661372429961,5.0,,100.06562874277579,S
1,2.0,male,23.170210810244747,0.0,,33.56179821527181,S
0,3.0,female,,4.0,1.0,174.20324481766104,
0,3.0,male,13.115821365843905,2.0,1.0,60.40918075355858,Q
0,1.0,female,58.93290478863212,1.0,5.0,157.68666528794122,C
1,3.0,female,1.0324128656948148,5.0,4.0,135.84392399552164,Q
0,1.0,male,48.098430882787774,5.0,1.0,121.61893538106956,Q
0,2.0,female,73.35949731237014,,3.0,42.46785549582811,S
1,3.0,male,23.746793433364303,0.0,1.0,48.03718650742661,S
0,,male,,4.0,0.0,14.232938925581017,C
0,1.0,female,52.48270379539573,2.0,5.0,51.93892380754194,S
0,2.0,female,57.29551117657306,1.0,1.0,72.36150384480025,C
0,3.0,,55.35441099720652,1.0,0.0,167.46333425317295,Q
0,2.0,female,26.22603352168855,4.0,2.0,76.44657000938703,Q
1,1.0,male,20.923989770587138,2.0,0.0,152.15124763929325,C
1,1.0,female,76.5175851970015,,0.0,90.69124485262007,S
1,3.0,female,73.94066115332443,5.0,3.0,158.04932083880823,S
0,1.0,male,37.1280121815328,5.0,3.0,,
0,3.0,male,,4.0,5.0,,S
0,2.0,male,36.733554733109386,1.0,3.0,173.15661433295585,C
1,3.0,female,34.52673242772832,5.0,0.0,,Q
0,3.0,male,13.384272860344279,,4.0,164.3723810097877,S
0,1.0,male,34.68607846286585,1.0,3.0,132.05925094222204,Q
1,1.0,female,,4.0,3.0,87.67015391845928,Q
0,3.0,female,2.777841866866231,3.0,0.0,49.47461319114912,S
1,1.0,male,36.084927408857105,3.0,2.0,18.65686893957718,C
1,1.0,male,62.72714125322082,3.0,2.0,109.42608106983981,S
1,1.0,male,54.72363845356732,2.0,1.0,198.1135884327388,S
0,,male,51.17740212025087,4.0,5.0,148.9181519777702,S
0,1.0,female,72.854878846539,1.0,2.0,68.83238057280823,S
0,3.0,female,2.4245287761931706,5.0,3.0,166.30493601691336,S
0,1.0,male,45.0067593091865,2.0,4.0,154.95188003439927,
0,2.0,male,63.20055902436686,3.0,1.0,,C
0,1.0,male,,0.0,5.0,7.789960509875764,Q
0,1.0,female,26.587748653849953,2.0,4.0,28.04171451412017,C
1,,male,11.763794642266252,2.0,4.0,176.07470711085122,S
0,3.0,male,71.11748267347912,4.0,3.0,168.12979188445,C
1,1.0,,38.19022899862063,5.0,0.0,,Q
0,2.0,female,70.3711005618704,2.0,0.0,60.61310812546198,
0,1.0,male,47.282317672220294,,,159.60867248498187,S
0,1.0,male,54.26117721258506,4.0,2.0,187.8588066296073,Q
1,2.0,female,64.53663119589754,0.0,0.0,,S
1,3.0,male,,1.0,5.0,123.0878420209985,S
1,1.0,,32.44633241363608,1.0,3.0,52.32091331470188,Q
1,3.0,female,41.57703733036343,3.0,2.0,107.52084324857583,Q
0,,female,64.44059644939452,3.0,5.0,50.5348124256866,S
1,2.0,female,30.518373413465753,,0.0,162.56222691887086,C
0,2.0,male,31.66159508471127,1.0,5.0,80.45741050595878,Q
0,3.0,female,8.559519168582092,3.0,4.0,167.57095731383512,C
1,1.0,female,73.25217038251807,5.0,3.0,,C
1,3.0,male,8.191868880689896,2.0,3.0,165.7091340139788,Q
1,1.0,,52.208525018435914,4.0,,,C
1,1.0,female,,3.0,1.0,,Q
1,2.0,female,33.04393183017994,,,,Q
1,1.0,male,,1.0,4.0,18.706084735834143,Q
1,1.0,male,6.300404877760419,,3.0,189.90037705401556,
1,3.0,female,,4.0,,116.85312829414163,C
0,2.0,female,61.990511091816025,4.0,3.0,104.02490286470645,C
1,1.0,male,66.42880787304094,0.0,3.0,,Q
1,1.0,female,14.471900762108248,3.0,1.0,173.82373232988138,Q
0,,male,71.89610495617572,3.0,3.0,106.84077888315812,Q
1,,female,52.83554125594794,1.0,5.0,185.81615352975928,Q
0,2.0,male,70.66652926483394,5.0,2.0,,S
0,2.0,male,39.33717665170566,1.0,5.0,27.07902948898742,C
1,1.0,female,43.82063426267896,2.0,,121.37370485281583,C
0,1.0,female,73.60402388526502,5.0,0.0,74.04284304974881,Q
0,3.0,male,72.09285392501907,2.0,0.0,95.52390740689377,S
0,1.0,female,36.40470899615116,1.0,2.0,68.97544748994747,S
0,1.0,,,,3.0,83.92143573176244,S
1,2.0,female,,5.0,4.0,165.4160376935284,Q
0,1.0,male,31.63338195385023,2.0,3.0,120.72785897158941,S
1,3.0,female,23.662483123640722,0.0,0.0,199.48218711028215,Q
0,2.0,,,3.0,1.0,158.44144357508776,S
0,3.0,male,69.02397198189783,5.0,2.0,58.3649195498562,Q
0,2.0,female,6.519091734088273,5.0,1.0,,
0,1.0,female,54.53128338586794,2.0,4.0,70.50016267281639,C
1,2.0,male,14.65278406505973,5.0,3.0,169.43559872630982,Q
1,2.0,male,28.215965578130994,2.0,4.0,10.321091876860292,S
0,1.0,female,5.861899696652112,0.0,1.0,49.88534937989525,C
0,1.0,female,22.3279173115815,5.0,3.0,181.45909196713205,S
1,3.0,male,61.70526461826213,4.0,5.0,129.77980503623414,Q
0,,male,70.91621063923343,1.0,,49.235183622706,C
0,1.0,female,18.500645000286998,0.0,4.0,47.73326880535316,Q
0,1.0,female,37.62027930145483,4.0,5.0,173.21052984308895,Q
1,1.0,,38.15559978703931,,5.0,179.28271411402406,S
1,2.0,male,70.012449155019,3.0,0.0,,S
1,2.0,female,61.261125177188624,0.0,5.0,86.9995198249238,S
0,2.0,male,41.533100251075936,,0.0,167.74616903252183,C
0,1.0,male,53.9890288372701,,2.0,155.34645052892765,S
1,3.0,male,67.94104925883998,5.0,0.0,,Q
1,1.0,female,,1.0,0.0,106.08764720365392,C
1,2.0,female,32.82831245295384,,1.0,182.75206441950877,S
1,2.0,female,,2.0,0.0,,S
0,1.0,male,59.48472943667216,1.0,,35.55106619776602,S
1,1.0,female,43.884468572391896,0.0,1.0,143.20280485014862,Q
0,2.0,,,2.0,0.0,110.1741111213448,S
1,2.0,male,28.473837710750583,3.0,5.0,171.6442249178488,
0,,male,42.12112215767964,1.0,0.0,20.826053579319414,C
1,1.0,male,52.775272757612804,5.0,2.0,169.52001867042304,S
1,2.0,male,34.050680035874656,4.0,0.0,62.19245737572033,Q
1,2.0,male,57.41809856498175,1.0,0.0,132.6968550977957,S
1,3.0,female,69.03734595357048,1.0,2.0,12.825113870259878,S
0,1.0,male,13.220103006604033,5.0,,123.86835277920214,C
1,,female,36.672214802576526,,5.0,144.86797939153053,C
0,3.0,male,33.23358721152141,,0.0,76.90629182859595,Q
0,2.0,female,55.30971951992852,5.0,5.0,47.00508752611734,Q
0,1.0,female,20.73952975537642,3.0,4.0,109.83798193769128,Q
0,2.0,female,51.57982228122982,5.0,5.0,167.47220686495106,C
1,1.0,female,70.32165009678755,,1.0,68.09173486784691,
0,3.0,male,34.032396383696195,3.0,,54.231513016649515,C
0,,male,,2.0,0.0,,C
0,2.0,male,79.45993537574479,2.0,2.0,190.08076981874956,S
1,2.0,male,,4.0,1.0,75.05899857408913,S
1,2.0,female,19.41120185080383,3.0,2.0,5.702826778215999,Q
1,1.0,female,76.08000036708536,,4.0,157.42783555212586,
1,3.0,female,76.70788723202955,5.0,2.0,141.35858509040108,C
0,,male,8.718874755553921,,3.0,30.07081159757893,C
0,1.0,female,2.184881529793798,2.0,2.0,197.05632858130792,
1,2.0,male,,1.0,1.0,123.57214563449668,C
0,3.0,female,79.68500988719762,,2.0,,Q
0,2.0,female,15.219969712244263,0.0,2.0,79.53275718646375,Q
0,1.0,female,40.701260931039826,1.0,3.0,180.2411873349094,S
1,2.0,female,,3.0,3.0,52.57287887661984,Q
1,3.0,,2.611727244368301,3.0,0.0,,C
0,3.0,male,48.7546295984183,2.0,1.0,28.870107303880545,C
1,2.0,female,,1.0,0.0,153.0282236389307,
1,1.0,male,69.1244583987388,5.0,3.0,121.1321096791414,S
1,2.0,,23.393430791862254,1.0,2.0,123.76790300462717,C
1,1.0,,55.253701902270805,4.0,3.0,,C
1,2.0,male,54.26335096334436,0.0,4.0,131.97783587978137,S
0,3.0,male,18.49799035991156,3.0,2.0,154.26439721313847,C
1,1.0,,,2.0,,,Q
0,1.0,male,33.33071632904638,1.0,2.0,161.2626930725339,Q
0,1.0,male,23.846259005303708,,4.0,73.01416476374408,
1,3.0,female,64.90924221948298,2.0,3.0,152.8369999943111,
0,2.0,female,64.22877088797227,3.0,1.0,11.577370954255201,Q
0,3.0,male,37.10489222321741,2.0,5.0,112.47709728736227,S
0,1.0,male,48.914465800534295,3.0,1.0,194.0576793247779,Q
1,2.0,male,,5.0,1.0,196.3426971330662,S
1,3.0,,66.34549372578225,4.0,3.0,59.94175277663942,Q
0,,female,34.5751907157326,0.0,1.0,91.07282276066931,C
1,1.0,male,22.760287703450217,3.0,4.0,17.280692057393445,C
1,3.0,male,21.93775853310325,0.0,3.0,175.30155498289693,Q
1,3.0,female,43.35919006329413,,1.0,115.87156986234176,C
1,3.0,female,36.48270801584479,1.0,5.0,80.09463239340081,Q
0,1.0,male,35.76954090780996,4.0,,26.99025890538485,S
0,3.0,male,8.19984978808687,5.0,3.0,189.6196206718934,
1,1.0,male,57.76969551452545,4.0,3.0,108.39271432509378,C
1,3.0,male,17.885198350570946,0.0,2.0,60.17094617116626,C
0,1.0,female,16.559336786488988,1.0,1.0,73.29195037564435,Q
0,,female,33.60790730191408,2.0,,57.7859502798188,C
1,2.0,male,18.994488987806314,4.0,5.0,122.35291272711123,S
0,3.0,male,47.124803117333215,5.0,4.0,186.34289727719943,C
1,3.0,male,30.34560380742325,,3.0,172.05529164868005,S
1,1.0,female,36.464026084830415,1.0,4.0,,
0,1.0,male,43.43637640671828,0.0,4.0,166.16737564869652,C
0,1.0,male,17.07930627606258,5.0,4.0,87.50556884888432,S
1,2.0,male,13.304378206376853,1.0,2.0,54.19989244793442,
1,2.0,female,70.55333032701478,,4.0,196.76594747695344,S
0,1.0,male,35.26417252368226,2.0,1.0,64.25807575431025,S
1,3.0,female,33.55539516097059,0.0,1.0,68.12622504244715,S
0,3.0,male,3.8133598715544768,0.0,0.0,197.99010921837183,
1,2.0,male,40.34012790440406,5.0,0.0,31.115861167302704,C
0,2.0,male,44.779408007269005,1.0,5.0,153.30412766189053,S
0,1.0,female,45.148428805418654,2.0,4.0,,
0,3.0,male,,3.0,4.0,104.80002388370663,Q
1,1.0,male,15.02106496428993,4.0,2.0,,S
1,2.0,female,20.925627604218885,0.0,4.0,78.13649410205572,S
0,3.0,female,65.0477067532026,,4.0,26.755953515041284,Q
1,3.0,female,75.82647873062812,5.0,4.0,86.15659388207067,Q
0,2.0,male,11.73868704201833,2.0,3.0,159.05521852024552,S
0,,female,40.31431480591224,1.0,3.0,90.5487520323411,Q
1,1.0,male,17.919923966427362,4.0,2.0,89.2253986624549,S
1,3.0,female,5.745780300043613,0.0,2.0,113.57394799917509,C
0,2.0,female,26.714763711964697,3.0,1.0,,Q
1,3.0,female,12.351322389552806,1.0,2.0,171.9777802157994,S
1,2.0,male,57.08471280130546,0.0,5.0,,S
0,1.0,male,43.16430768004411,5.0,1.0,165.2258965517631,S
0,,male,,0.0,4.0,115.35708099494921,Q
1,1.0,,1.730085484035635,2.0,2.0,,C
0,2.0,male,64.8444068729128,4.0,5.0,62.54957858118504,
0,3.0,male,14.919358086975555,3.0,2.0,75.42181583561627,Q
1,1.0,male,48.89111473544051,4.0,,126.42518231089522,S
0,3.0,male,27.6168311330629,2.0,1.0,50.008287615190085,S
0,3.0,male,47.25338912688781,3.0,1.0,184.46504452609216,S
1,1.0,female,25.936636531603597,3.0,0.0,117.10795391469057,Q
1,1.0,female,7.868225294688079,1.0,1.0,184.4030765142213,Q
0,3.0,male,,3.0,1.0,14.048849922935167,S
0,3.0,male,15.856626751846973,0.0,,71.8092172399873,
1,3.0,male,34.81352884273186,4.0,2.0,9.447493834086501,S
1,3.0,male,53.00441889066643,5.0,1.0,58.08910394410411,Q
1,1.0,female,21.840679920762245,5.0,2.0,,Q
1,1.0,female,1.9535248887488181,4.0,2.0,12.138894589229167,C
0,3.0,male,41.99605177691579,1.0,3.0,,S
1,2.0,female,48.85499965935879,3.0,2.0,27.92557874227942,S
1,2.0,female,77.06676902614296,2.0,5.0,86.28392855577171,C
0,,male,47.5681934443665,0.0,1.0,168.57605893155358,S
1,3.0,male,,1.0,2.0,126.49885151349123,C
0,3.0,male,46.298728445918606,3.0,0.0,148.6674873396275,Q
1,1.0,male,74.30414975910014,5.0,0.0,73.07530251266829,C
1,2.0,,66.44187350253006,2.0,3.0,189.1575505269776,C
1,2.0,male,26.51531993574083,3.0,5.0,143.30610828700253,Q
0,,,19.743094728913842,1.0,1.0,87.25076976048352,S
0,1.0,male,21.748055376919815,2.0,3.0,,C
1,,female,40.84926213750183,2.0,0.0,184.14341469894302,C
0,1.0,,59.77990664705764,,5.0,,S
0,1.0,male,40.75431736745401,2.0,1.0,142.74394593109312,C
0,3.0,female,6.355915270420894,,2.0,86.3218687800683,Q
0,2.0,female,58.16287533475849,2.0,1.0,48.62008912911925,C
0,1.0,female,64.67164016500536,3.0,4.0,146.09406193891164,S
0,2.0,male,23.870331344457853,2.0,1.0,123.52563556757063,S
1,2.0,female,53.46593340338468,2.0,2.0,102.76186168283198,C
1,3.0,female,34.70076018329708,1.0,4.0,126.68408329892046,S
0,2.0,female,71.24042910246798,3.0,5.0,45.61568928252556,S
1,3.0,female,67.77281909469845,5.0,3.0,159.81804777373148,C
1,1.0,female,42.50912786646174,3.0,5.0,189.89174697895965,
1,2.0,female,55.62893811927396,4.0,1.0,178.76511311270204,S
1,1.0,female,70.78462638074622,,3.0,,C
0,2.0,female,40.16164379618377,1.0,1.0,84.1711257900048,Q
1,,female,25.746808498616936,3.0,0.0,162.63844846052442,C
1,,male,60.53962489485692,,,121.04784051079774,S
0,2.0,male,18.38523412799065,5.0,,,Q
0,2.0,female,31.693960692477322,,5.0,185.69518366902182,S
1,2.0,male,69.3924517314367,1.0,0.0,109.5248673905249,S
1,2.0,male,58.22936488127589,0.0,4.0,105.41304251952542,Q
1,2.0,,32.90106941455244,3.0,4.0,13.193625296940132,C
1,2.0,female,17.964815690260235,1.0,1.0,18.536306925076836,S
1,2.0,,,0.0,3.0,6.446960036726785,
1,2.0,female,,0.0,,183.08262402780855,C
0,1.0,female,14.91105374756446,2.0,1.0,84.63539870345163,Q
1,3.0,,59.72330017168688,2.0,3.0,96.36946834601544,S
1,2.0,,20.91352106116355,5.0,0.0,169.8504547805301,Q
0,,,36.879230143253345,3.0,1.0,123.80303052327669,Q
0,2.0,male,31.482896300052616,2.0,3.0,123.85281129616331,S
0,2.0,female,78.58411291221483,5.0,2.0,62.824213724188425,S
0,1.0,female,31.89628728770942,3.0,5.0,167.61213291528125,
1,1.0,male,7.318616140943629,5.0,5.0,37.33684532770129,Q
1,3.0,female,8.096234453194638,,2.0,15.36417047372484,Q
1,1.0,,47.66954398689212,,4.0,42.3626547161138,
1,1.0,,48.349720587322984,3.0,5.0,57.20875766104012,S
1,3.0,female,34.08196024812974,,3.0,60.05065628157031,Q
1,1.0,male,35.115651692650346,5.0,2.0,135.75015173065967,S
0,2.0,female,5.260674044428826,2.0,4.0,47.47579452908548,S
1,3.0,female,,2.0,1.0,136.94836937652198,S
0,3.0,male,40.87441855504778,3.0,1.0,22.77077378059095,C
0,2.0,female,12.814396165998618,4.0,,33.70447991409226,C
1,,male,9.20331150276328,2.0,,,Q
0,3.0,male,10.762226757359748,1.0,3.0,184.7696815024453,C
1,3.0,male,8.981231472809423,2.0,,172.61567981816722,Q
0,2.0,female,49.16694744740403,4.0,3.0,193.90692127634662,Q
1,2.0,female,16.522129539830573,5.0,2.0,131.84341772924333,S
0,1.0,male,20.862982022809614,0.0,2.0,136.78389895113793,Q
1,3.0,female,14.71219938796374,0.0,4.0,126.87948479164095,Q
1,1.0,female,76.66898905143174,5.0,2.0,126.44968995734847,
1,1.0,female,68.514779588995,,5.0,33.688467288179005,Q
1,2.0,male,19.20909215077015,2.0,1.0,111.02909645196608,S
1,3.0,female,26.877737219847955,,4.0,80.28324702308652,S
0,3.0,male,17.581534542094776,4.0,2.0,,Q
0,3.0,female,39.858200797405075,4.0,3.0,107.10211174655129,
0,2.0,female,2.549232065466034,2.0,2.0,30.03725350143906,C
