Age,Pclass,Fare,Survived
45.21158617334921,3,340.8769,1
32.38569595426901,3,293.3631,1
29.031716587909848,2,278.7057,0
58.19830591306078,2,430.3833,1
58.19387138182141,1,55.2782,1
48.17526917323385,3,176.7789,0
6.611756234476168,1,271.4351,1
24.428233064268525,3,406.588,1
,3,112.1393,1
23.199355413788375,3,402.4503,0
63.41240446825785,3,202.821,0
30.94842984508296,1,98.5124,1
30.099429889753754,3,380.6983,0
30.7786099245677,3,49.995,0
39.20010609087405,3,259.8099,0
19.2553873770852,1,36.6185,1
35.33308090783823,3,181.4268,1
7.0143378997337145,3,302.533,0
,3,280.2772,1
33.28999951674962,3,205.3044,0
45.60266047574362,3,217.3788,0
64.40426868680521,3,117.2509,1
,3,230.6619,0
75.24673776546453,3,476.8612,0
,2,425.9742,0
71.94628886581638,2,76.8903,0
36.29044765342311,2,19.7415,1
4.606250894688316,2,467.0945,0
40.35746159979798,2,265.7411,1
44.75448846770434,3,271.2297,0
6.189893857394896,1,391.4554,1
76.64890019162156,3,160.771,0
56.43732363630332,1,243.5442,0
,2,484.4881,1
23.564453096417203,1,337.7136,1
,2,81.1038,0
,3,70.9472,0
24.041343718034955,3,106.1111,0
,2,384.5223,0
54.12807375121828,3,151.2116,0
26.089356825628215,3,15.5875,1
62.808453240603605,3,472.3663,1
2.8384829231302433,3,89.0081,0
28.341878396485058,3,9.7313,1
,3,122.3801,1
76.3603575832044,3,121.3392,0
12.06894088554975,1,213.8926,1
,3,460.593,0
,3,440.1965,1
78.96406799144087,3,231.1628,1
79.23625199969823,3,208.3955,1
,3,279.7295,1
9.332422296573816,2,125.5097,1
62.360133999459315,3,30.8316,0
56.87185211075849,3,469.9159,1
,3,97.416,0
17.525651767226297,3,103.2084,1
76.21293328448122,3,238.8679,1
63.72798995235338,1,248.3486,1
52.899457345104025,3,14.1249,0
13.604029728941878,3,78.2376,1
21.350970406364027,3,192.1866,1
,2,343.4467,0
7.081412876474646,3,118.0671,0
15.265452265059348,3,214.3922,0
29.036916995437767,3,280.8858,1
37.02952875314584,3,444.8533,1
61.21179238734993,3,166.4049,1
61.11962595613597,1,71.1113,1
65.51135571825459,2,247.1898,0
11.864154587533466,3,374.6272,0
40.708330355310174,3,59.3806,1
47.85050240075595,1,215.2183,0
14.6829477228912,1,13.8036,0
19.886244341927345,1,21.6118,0
72.88550836449697,3,244.0619,1
9.784601102185956,1,152.6077,0
,3,423.3281,1
70.3646475147121,3,303.0664,1
,1,229.6968,1
54.920697822605405,3,206.928,0
59.743919377948224,2,251.1365,0
38.44296958076691,3,25.0172,0
4.311302120584345,2,446.9327,0
22.235011587385657,3,499.1601,1
17.272422834279972,3,94.8361,1
11.521387927734349,2,64.5896,1
25.93456015730465,1,76.0708,0
71.33038618840637,3,332.2084,0
1.8929003905327753,2,332.4132,0
34.475322038252266,3,424.7225,1
63.81970938672759,3,377.1541,1
14.6829477228912,3,227.5964,0
56.37656138527048,3,308.3634,1
55.58408131009481,3,345.7009,1
29.726738587964224,3,258.8046,0
51.01501512458817,3,240.4472,0
17.293916993056055,2,324.3232,1
19.502066303180396,2,280.9499,0
,3,323.7514,1
52.46221067979727,3,308.3631,0
68.72124405221349,3,361.0023,1
19.279070273770994,1,323.1877,0
,3,262.2725,0
8.219927420210336,2,342.4894,0
27.513225887317574,1,227.4936,1
30.811690966935412,3,124.6273,1
51.14478714721833,2,5.702,0
73.23854372807182,3,282.1823,1
5.105731408466321,2,297.3743,1
,3,486.1642,0
35.155351885864434,3,183.9318,0
27.193611226308306,2,200.096,0
61.5191173462889,1,104.8908,1
55.02573986781353,3,39.9145,0
29.294854724594398,3,387.5382,1
,3,128.5921,1
38.996858301003776,1,306.4079,1
,3,345.4477,0
57.258826624567796,3,238.2622,0
13.325472594952485,3,438.7943,1
46.23597139767977,3,224.6784,1
,1,146.0298,0
10.25910854873844,2,448.5277,0
50.21436010151514,3,431.4743,0
17.249293713448854,3,86.1998,0
,1,17.8507,0
54.547242824493495,3,49.5429,0
76.22552107010998,2,146.841,0
4.129887202520214,1,486.2686,0
64.43716368466913,2,281.4655,0
72.93785165993931,1,189.7646,1
9.098761161251481,3,444.9145,0
6.39990282448673,3,229.3025,0
40.17418307122289,1,161.0431,1
20.6397858844512,1,470.9037,0
77.3177529051655,3,425.5112,0
50.95029013737355,1,422.6158,1
62.91702755624447,3,258.5809,0
,2,395.772,1
,3,93.7799,1
67.29258203758944,2,288.7454,0
24.098265722563255,1,492.0037,1
,2,149.0244,1
,1,398.2044,1
26.036838407345936,3,247.7868,1
,3,24.7038,0
34.148404931795405,2,382.6946,1
64.5127220966491,1,88.4417,1
38.99032158163771,3,317.5794,0
59.292913801933885,3,47.4038,1
25.97633229316329,3,473.6994,0
,3,149.4033,1
8.498517008911907,3,117.1,0
61.91870245229904,3,68.9225,1
,3,473.2711,0
,3,357.3924,1
35.10110415214467,2,372.1221,0
,2,252.2053,0
63.29917968673793,2,239.9903,0
6.629281493455429,3,59.4605,0
,3,282.1213,0
13.87979161759569,3,127.2237,1
38.26030976929703,1,488.6869,1
45.50823270629857,3,399.3076,0
14.389926988201307,3,209.4311,0
,2,79.9139,1
26.92617914101135,3,393.7392,1
47.63746754624306,3,65.4166,0
71.32114985428515,3,98.7202,1
30.808126263092234,3,109.7027,0
71.89438814740532,3,280.6609,0
42.51215428111556,3,394.593,0
46.167932668356144,3,160.5859,1
42.18878469642556,3,46.9116,0
20.486030648627114,2,234.9465,1
61.12089528449691,3,375.3146,1
,2,114.7236,1
20.72377269987569,2,113.8627,1
77.70427971876487,3,473.8774,0
65.22587335857139,3,477.3061,0
63.06647782833833,3,495.2805,1
67.91053948235778,2,404.7915,0
37.39795441909224,2,98.1512,1
2.1607777037413536,2,109.9309,0
65.70908309626178,1,173.4115,0
44.63692488756151,3,162.4756,0
14.389926988201307,2,478.4812,0
31.018347238266177,3,395.5916,0
37.18426071012562,2,363.3844,0
34.74129858346711,3,97.0518,1
,2,455.2152,0
66.77633009276435,1,414.7958,0
44.987299734209664,1,86.0027,0
68.08645647366022,3,436.2293,1
64.32143183875618,3,139.7625,0
72.58276916846727,3,45.0305,0
46.27033384890224,3,330.127,0
25.47324087751884,1,328.6333,1
76.85071274803033,3,51.9913,0
24.69542351238479,3,162.8316,1
40.95004275872854,1,496.4432,1
21.506539492728887,1,340.8212,0
3.00811101278352,1,366.3872,0
58.35049863074891,1,110.3941,1
79.82784759887628,3,43.9971,1
53.054991410901955,1,142.0663,0
11.406573102910391,2,128.2047,0
24.32881672817479,1,121.0993,1
77.61586256120503,3,100.4134,1
77.15737516229848,3,289.5041,1
28.512181894840726,2,167.4112,1
61.12198542981186,2,411.0708,0
59.26900182552243,2,96.054,1
63.37983328076976,3,234.9904,0
6.621504528701192,1,11.7606,1
39.6028120419686,3,243.4327,1
49.832130996173774,3,32.6399,0
19.98363075257897,3,488.9731,0
17.395733960250574,1,396.3431,0
75.54565769324032,3,247.6052,0
13.599888740767305,3,47.8607,1
70.26448530417821,1,298.2605,0
41.33587983930523,2,380.5881,0
35.10110415214467,1,99.405,0
21.487456888050463,2,286.2631,1
52.951418491727125,2,408.0344,1
67.29525120344358,3,385.2826,0
27.70866833993465,3,402.481,1
20.421947956978624,3,440.2651,1
74.40901623691646,1,469.1526,0
,3,205.733,1
4.114718098111966,2,286.5407,0
39.291006683273714,3,396.3765,0
74.50147519337672,2,350.0842,0
29.69717278238901,1,497.7825,1
72.9552749102189,3,11.7704,0
22.88847072735857,2,180.7909,1
62.91702755624447,3,144.1088,1
10.913417447132904,3,134.8463,1
36.05626732506112,3,115.1522,1
3.029481944683245,3,356.0163,0
44.35983454111112,3,46.9559,0
32.32687980338034,1,372.0964,1
19.0479245651726,3,348.2458,0
41.20263153552054,3,129.148,1
61.05271345342256,1,130.1527,1
,1,316.286,0
16.822279411542446,3,382.2747,1
,3,438.8604,0
11.346925696539753,3,426.8091,1
20.275181826947602,1,482.6171,1
68.14678710975322,3,292.7855,1
6.447683292157273,1,454.7845,1
67.86973104702693,3,405.2141,0
65.0027261068165,3,447.8605,1
8.98869141370043,2,10.7552,1
,3,483.122,0
35.25304061797653,3,239.3974,1
39.242088507105926,3,400.1006,1
79.81263549477036,3,67.966,1
30.317922135980098,3,200.9908,1
45.21158617334921,3,139.373,1
21.503800870911135,1,149.3711,1
1.116431944818602,1,66.0115,0
77.15737516229848,2,403.8531,1
24.261462473497268,3,9.5749,0
5.049813274903856,3,159.6902,1
28.02650204822393,2,91.3332,0
,3,296.5743,0
67.07893320511971,3,130.8549,0
,3,133.2042,0
61.324857738621105,2,246.7274,1
21.524482904068623,3,328.0811,1
68.84652492228422,2,65.0458,1
49.839227001984625,1,91.8782,0
,3,127.3515,0
34.095110510859286,1,487.0054,0
6.027631833644746,1,201.5905,0
71.50933990643284,3,301.5001,0
71.81052966316847,2,124.5637,0
37.20756397241846,3,247.7775,0
18.431433710118128,2,41.689,1
46.632908593209386,2,22.1974,0
34.82654771706783,2,237.0231,1
71.18389011238581,2,202.3363,1
64.15385443854936,3,72.7558,0
58.09628242686557,3,345.3627,0
22.22551139141074,3,496.4872,0
74.32638575100216,3,200.8452,0
,1,314.1565,1
22.81739506785106,3,481.6731,0
79.0300687891465,3,416.6098,1
54.118323620044585,3,234.4584,0
45.86996948797036,1,370.0573,1
33.97418780400269,3,68.4268,1
20.622305090713393,3,258.4914,1
74.32638575100216,2,143.1348,1
,3,84.776,1
,1,216.009,0
60.8851932598861,3,69.8522,0
48.94090948767099,3,350.9976,0
26.465953753003113,3,230.8388,1
,3,267.9166,0
52.23188078937636,1,77.4561,1
27.457543557909805,3,74.187,1
,3,293.7906,0
11.181498030941288,1,492.5798,1
78.00865980959587,3,52.644,0
,3,146.4371,1
16.60016869893505,1,435.3823,0
25.2700969446804,2,40.7746,1
48.67877571358856,1,438.5634,0
1.4197645777993297,3,264.5216,0
33.49301379323227,3,207.0921,1
52.29646364157365,3,158.2919,1
60.65555577817048,3,152.073,1
44.18520939483529,3,156.3723,0
8.132891834298256,3,442.9775,0
5.507322970949091,1,363.2786,1
7.081377898132336,3,336.5129,0
43.557442038264426,3,400.3808,0
15.14349935788512,3,132.2718,1
40.914937423380714,3,310.9312,0
46.3015931617396,2,232.7328,0
21.443618546401336,3,392.3086,0
68.24090809865255,1,158.0818,1
4.117303098381046,3,323.3734,0
15.37232230912642,1,441.6951,1
,3,204.0645,0
35.12365647272715,1,37.9779,0
75.37571989334549,1,260.4452,0
66.06626524916891,2,176.2564,0
,2,337.7516,0
21.40130667561771,2,475.7613,1
29.294854724594398,3,245.3761,0
10.339271160995999,3,235.7642,0
19.761181108381336,1,329.0195,0
41.97737855606701,2,56.2313,0
26.55890258635383,3,130.4856,1
,3,459.8948,0
33.484047593689795,3,336.6216,0
2.7432257459009763,3,11.6548,0
34.51353873051113,2,106.2896,0
32.038713602561145,1,343.0044,1
,2,383.3776,1
31.895441395489097,3,420.7305,0
33.14572889710678,3,149.6275,0
,3,465.8592,0
77.05869967000328,1,278.7087,0
7.508102603651573,1,349.7868,0
19.254908930457642,2,300.3857,1
20.975791341758782,3,65.7563,1
36.89328842234475,1,481.7418,0
25.567603415537313,3,65.8234,0
,2,131.1666,0
73.55340582444308,3,407.7458,1
1.5044838656298527,3,311.2055,0
48.96368718980258,3,419.8838,0
67.24085487359896,3,260.2894,1
13.204884116389138,3,191.6117,1
17.64569214550905,3,461.3135,0
60.943324046828685,3,22.9449,0
7.723175403463043,3,428.7845,0
22.29143712108954,3,119.2548,0
,3,425.1245,1
,3,73.9023,1
9.768168067865005,3,292.2084,0
50.29588035678961,2,444.6134,1
,1,239.4021,0
75.83263761332483,3,374.5505,1
1.0516178701426648,3,403.3125,0
71.00080259626779,3,369.5646,0
34.11544719626759,3,463.0382,1
,3,226.1829,1
60.93851037194974,3,90.6971,1
79.2142541582368,1,28.6665,1
71.06706711653229,3,126.9976,1
27.989647902557543,3,75.8828,0
,1,281.1846,0
66.12368533269861,3,96.5479,1
47.74407582219972,3,24.2722,0
,1,22.815,0
57.346338190616606,1,416.6269,0
71.93688818205521,3,297.7677,0
79.64994313876434,2,182.2522,1
37.67484305939877,2,447.6429,0
9.421261997567973,1,39.7473,0
79.6548576504118,3,490.2594,0
,3,310.0644,0
2.1309069356977384,3,95.8148,1
20.15036886079134,1,341.1392,0
24.174920293839776,3,382.8737,0
20.12236644940853,2,217.5247,0
10.954160201255549,2,431.5081,1
21.938667837675318,3,79.6125,1
,2,143.0246,0
,3,51.2787,0
,3,109.3845,1
48.4720484470678,2,123.1708,0
64.6479420830542,3,459.2284,1
7.508102603651573,3,43.6643,0
17.261455592904692,3,216.5705,0
71.00138138974344,2,268.5374,1
5.040866244011412,3,449.8531,0
76.49630791405266,2,498.8596,0
68.32233852516467,3,377.9271,0
72.17591075954697,1,485.5415,1
62.60778621694035,3,394.6151,1
35.01232985212992,2,481.7853,0
35.74859553739296,2,355.099,0
11.80867184259795,3,44.4829,0
34.89592717491061,3,203.9505,0
,3,325.0657,1
38.430976443437785,3,178.6057,1
13.657822477143997,2,140.325,1
66.03858380172238,3,290.8126,0
,3,467.0834,0
,1,22.316,1
,3,385.7694,0
,3,362.75,0
8.460993899718343,3,482.1569,1
,3,465.7021,0
48.319302145999636,3,382.3051,1
40.67340581616816,1,262.6023,0
42.28355134760287,1,106.1124,0
,3,274.8917,0
49.0245119131656,2,383.8492,0
65.28980655684894,1,448.3563,0
63.35413501725516,3,395.9074,1
27.591737977319728,3,101.6571,1
21.796540374922884,2,301.8447,0
67.04242952046425,3,169.4259,0
25.198766403478803,3,9.5568,1
43.61981209765164,2,104.1094,1
12.480808701219825,3,61.0442,0
15.161193340715414,3,422.146,1
55.98635393732287,3,132.9606,1
69.12673299099286,3,145.9255,1
56.06490911433966,1,480.1686,0
,3,192.6479,1
65.71591989471642,2,9.7449,1
16.507249882574296,3,145.5038,1
,3,64.0533,1
,3,55.8902,0
43.1434262661294,2,43.3562,1
20.539884949707584,2,298.6634,1
79.59771798906839,2,98.7271,1
,3,183.8152,0
65.0027261068165,2,431.6988,0
52.24247758473643,3,215.0474,0
60.44499866933305,1,458.2672,1
71.98578089363926,3,251.4793,1
35.19246417454807,1,202.4241,1
48.69984078300163,3,376.4425,0
49.20778680873366,3,41.2217,1
79.63956377911349,3,49.2918,1
41.78772751579443,3,327.727,0
39.47789158669594,3,246.0357,1
46.573614903585465,3,396.2555,1
62.339348273478244,2,458.5541,0
33.382486286006774,2,197.2416,0
,3,300.223,0
6.253205121975422,3,252.8448,0
51.65066299793849,3,490.8973,0
,2,416.3868,1
5.453664235423242,2,456.3102,0
20.023501469780687,1,130.8983,1
35.27428028979987,1,387.4006,1
46.57173310948332,2,136.4092,0
62.04894215354125,1,108.3276,0
,1,472.4117,1
1.3998651238512763,3,14.5557,1
41.47903283783642,1,482.8674,1
68.7838384095711,3,78.8846,0
71.69051582878168,2,410.6219,1
27.769991297761376,3,141.5817,0
72.7500506073255,3,178.5977,1
12.648749609796432,2,112.2951,1
12.06894088554975,3,294.8295,1
68.95103577460536,2,177.3073,0
54.12895803008603,3,330.4096,0
11.831666752590925,1,12.7454,1
73.55568813948729,3,36.8656,1
,3,54.3323,1
28.659895474171677,2,212.4019,0
71.16133692578883,3,408.3241,0
64.7502737798355,2,444.6481,0
22.7856378918572,3,126.1813,0
39.20010609087405,3,289.313,0
24.408341516023217,3,385.3407,1
23.58663634989365,1,147.9706,1
,3,207.4588,1
,3,264.3672,0
35.999662800671935,2,71.763,1
4.351361558344443,1,17.8612,0
,2,80.6389,0
3.7895970402788866,3,315.2925,1
77.58816422875414,2,41.441,1
20.465760625889438,3,98.8997,0
,1,172.2377,0
69.72756361216712,2,43.5457,1
64.22816411796657,3,99.8911,0
28.890980936423887,3,456.0785,0
3.025723198708419,3,14.5531,0
41.954233733671124,3,328.4488,1
,3,195.2824,0
,1,337.9611,0
77.2443770184476,2,296.4024,0
,3,115.6319,0
44.74320734328288,3,424.3687,0
42.34788199857495,3,248.5105,0
12.257147889219546,2,412.1553,0
,2,205.9762,1
12.287200945813526,2,492.4193,1
78.08652666536568,3,386.3922,1
31.455440474216864,3,483.1454,0
,3,259.5916,1
78.70180931457938,2,239.4771,1
73.5280476237329,3,378.9496,0
67.71940248427056,3,440.7442,1
5.942622535336675,2,482.2522,0
,3,165.6532,0
73.78329346482506,1,400.3588,0
3.7389510713921825,1,109.2696,1
76.67679556348486,3,275.0593,0
21.524482904068623,3,94.0248,1
42.0187410916362,3,176.9617,0
17.978098325875273,3,466.0224,0
44.765467184747344,2,77.3149,1
66.29013982251159,3,318.0384,0
58.76879655844263,3,298.5124,1
24.930342577822216,3,64.7655,0
3.4607783306778943,3,166.3596,0
31.018347238266177,2,283.6758,0
51.367040237061836,2,97.6534,0
69.87563869187333,3,401.3087,0
,2,486.2175,0
,3,111.3059,0
38.71587896894794,2,97.5214,0
4.075467102727728,1,230.1929,1
31.895441395489097,2,375.1438,1
,3,144.3923,1
20.65455131039499,2,14.8406,0
,3,272.9042,1
,3,478.5173,1
5.104569626787205,1,198.682,0
,3,212.9666,1
54.16436316916016,3,484.6063,0
14.690251285596815,3,348.8308,1
3.025723198708419,3,360.9901,1
42.34788199857495,2,283.5375,1
33.020703491109316,1,487.4316,1
75.00897450061426,3,345.9889,1
71.51216088070825,2,448.0412,0
54.838715055690415,3,351.1925,1
39.53891116497699,3,368.8823,0
28.075743108804666,2,148.7534,1
44.82381245930599,3,155.222,0
43.067821246862565,1,392.5774,1
26.964499084223363,2,151.8696,1
26.089356825628215,1,283.5712,1
53.28044086525944,3,128.4294,1
77.5591077811241,2,409.4068,1
76.58091427725863,3,59.6982,0
69.29022650260076,3,415.5761,1
,3,303.3513,1
48.55195105019539,3,97.5202,0
8.63494190873243,3,273.3075,1
8.408345574304303,2,144.8369,1
,3,165.1163,1
76.034193150062,3,179.0064,1
64.07204690094986,3,36.343,1
5.437910110447682,3,493.051,0
23.11834839916245,3,20.6096,1
54.37135511182766,3,332.936,0
,3,188.7577,1
45.83572701266309,3,324.7751,1
,3,181.3429,0
39.237625228242926,2,338.5066,1
69.42155505532362,3,365.9716,1
49.23319364621854,3,346.8236,0
,3,61.4112,1
,3,330.1622,1
76.43435717239234,3,143.5938,0
,2,19.2567,0
11.692972499937156,3,210.3412,1
30.60303567008274,3,219.6038,1
2.045076219518225,2,236.2512,1
7.0228982199115935,3,353.888,0
5.040866244011412,3,157.8777,0
36.49862962113172,3,161.0639,1
39.53891116497699,2,34.9734,1
61.233309735314606,3,344.9765,1
19.925389362690822,3,286.0739,0
34.082871466473776,3,177.9654,0
,1,354.0685,0
43.747992165428734,3,270.9921,1
67.80274467620264,3,237.2762,1
39.12549761726014,3,258.1056,1
46.99146635392559,3,319.9923,0
23.11834839916245,2,331.7013,1
22.395747849703863,3,148.0341,0
3.025723198708419,3,74.668,1
7.410785104362893,3,82.5339,0
11.911898158079532,3,321.4985,1
22.29143712108954,3,437.0723,1
79.69645620640352,1,207.7007,0
73.74650872677242,3,88.9125,1
33.75530577443487,1,379.5182,0
13.700031787816348,1,417.0823,1
60.61097953525319,3,440.8883,1
,3,305.3816,1
38.605432220132556,3,431.0606,0
,3,12.6304,1
6.574931044633957,3,58.0817,0
40.96236274319449,3,50.8252,1
34.08467220685875,3,357.7393,1
1.9561462253124866,2,39.443,0
66.06626524916891,3,250.7004,1
46.95719514627375,3,238.9899,1
43.87299056950163,3,158.7982,0
73.40264293812562,1,435.8506,0
,2,89.3644,1
52.21044403581984,2,179.4691,0
58.99794946429005,2,388.2149,0
11.620375223241627,3,20.059,1
71.20406734096649,1,338.1104,0
19.64798660437065,1,409.1169,0
58.15018898139821,2,466.4726,1
39.18918744187858,1,438.7668,0
40.3710540464189,2,163.0951,0
77.8678338254432,3,295.2502,1
75.09925328327765,3,43.2603,1
49.618241605846,1,132.6457,0
66.85834699306926,3,51.6401,1
63.82611763693132,3,161.0177,0
,1,438.2177,0
74.4024326597233,3,176.8476,0
18.238395229621606,3,283.1396,0
27.850122137677225,3,219.5235,1
47.01138999837247,3,232.1637,1
29.888779112648333,1,484.9382,0
22.91311345550948,3,151.5965,1
4.429590095530714,3,315.5256,0
45.69282515566749,3,212.931,0
,1,35.2674,1
34.15056324173802,3,247.2188,1
79.81263549477036,3,407.6049,0
30.80544888526519,3,53.8827,1
41.455351605643195,1,39.448,0
,3,81.0476,1
43.747992165428734,3,383.3781,1
4.111954861732732,3,363.3777,0
30.740605983365917,3,284.6838,1
77.62323742735366,3,236.7721,1
47.85050240075595,3,444.7213,0
41.046714598984934,3,384.5154,0
38.231686224455004,3,406.9114,0
6.1234339641545,3,407.5648,0
2.310805969975233,1,323.145,0
,3,231.7172,0
72.9508427698693,3,433.0155,1
66.29753486112567,3,463.3737,0
65.98024875635154,3,16.784,0
39.634823635493376,3,30.5197,0
34.89592717491061,3,479.5779,1
,1,142.1945,0
41.50239237030418,3,437.3179,0
40.691755686143736,1,197.4536,1
41.39076151385934,2,63.9545,1
52.177578233251744,3,44.8194,0
47.509790248374266,3,82.4714,1
20.116193295046585,3,128.6971,1
56.90998667113467,1,246.8166,0
18.122444207171277,1,352.2415,0
,3,493.2673,0
34.9645551138217,3,223.5458,1
7.598468259721483,2,261.5015,0
,3,263.2988,1
31.98520568124967,3,272.02,0
41.50239237030418,3,261.2816,1
56.94559500297724,3,9.3435,0
32.938890033134655,2,5.8538,1
37.7616177812194,3,53.3448,0
43.836739233856015,3,55.2705,0
68.7838384095711,1,353.924,0
49.50075319604488,3,106.4334,1
50.19751885594744,3,447.8835,1
64.22816411796657,3,464.6601,0
32.79009448464563,2,488.0672,1
44.19011206811909,1,469.8452,0
,1,139.5847,1
,3,257.3395,0
49.334650588154496,3,91.8502,1
,2,404.0738,1
25.119543459041772,3,444.7737,1
34.39556231462065,3,426.388,1
23.821910173824087,3,219.5166,1
,3,380.5436,0
20.648427534422762,3,53.3017,1
37.868756549868266,3,24.9212,1
61.04043805200578,3,377.852,1
36.74272177448278,1,215.5509,1
25.63724477543377,2,497.7969,0
,1,53.1408,1
25.317712852063412,3,428.5357,1
63.029973908724266,2,242.5916,0
,2,414.4393,0
50.24055201937708,3,409.478,1
58.63888808870706,2,458.416,0
37.279950330159686,2,152.4358,1
1.3659298173636258,1,475.1507,1
51.04884715011068,3,80.0751,0
46.65339790283298,1,45.5745,1
3.010373032554319,3,218.6497,0
45.2921474588775,3,415.0199,0
20.481687163263945,3,239.3435,1
11.244639279714592,3,415.4969,1
64.5487107145204,3,366.195,0
,1,108.6671,1
57.22610165393785,2,474.6964,0
21.98104380372988,2,35.0867,0
18.591410250723712,1,449.6485,0
70.45567603549857,2,155.6995,0
71.66962592463322,2,252.5733,1
67.12624889419226,3,214.0642,1
,3,90.0581,1
47.96363047970767,2,182.2827,1
28.69641714572116,3,100.5025,1
31.956890481854053,2,105.9238,1
40.23893840261778,2,97.5931,0
66.37399484639795,3,247.0636,1
21.23912964070904,1,399.976,0
35.35135974969595,1,286.6402,0
73.7384323770682,3,447.1373,0
30.049548441695247,3,320.0895,1
40.74776442782693,3,346.2234,0
51.743716546512964,1,335.4656,1
30.594396555491226,3,227.4823,0
27.70866833993465,3,346.2227,1
58.19830591306078,3,39.5053,1
45.867673213657724,3,430.6265,1
24.79995560004003,3,390.017,1
12.732035749850784,2,126.3888,1
,3,385.1761,0
63.58310438933241,3,11.2581,1
31.65095403580269,3,112.5371,1
17.118815135683008,3,37.2429,0
,3,391.2123,1
,3,379.1577,1
15.169809878964626,3,407.7498,1
14.011801921151376,3,7.2184,1
44.517732278122004,3,253.1102,1
2.0858987668962747,1,353.8939,0
7.719454453650047,2,81.9236,1
37.94681578630529,3,326.6464,0
,3,46.6345,1
73.87230840883383,3,94.7563,0
55.219848538201695,3,240.5194,0
78.8940840420068,1,328.5148,0
17.747530321193988,2,77.2052,1
55.69635487442359,3,96.6855,1
67.91780533172806,1,106.201,0
73.78329346482506,2,123.1569,1
60.96141731923255,2,117.1442,1
31.239943931840205,2,200.5988,0
38.44296958076691,3,328.6259,1
58.50720525092745,2,221.8257,0
31.665090784032646,3,389.1071,1
79.0300687891465,1,361.0379,0
32.41706874021132,3,67.6308,1
7.3347537881569504,2,29.1766,1
49.47739433616132,3,439.5811,0
11.326668563590827,3,44.5164,0
39.17128820177981,2,78.4279,1
1.9603849467135577,3,15.956,0
38.60798177372887,3,316.0265,0
37.27172474282264,3,293.2734,0
26.41192918310434,1,493.5173,0
64.62915401469891,3,444.0315,0
36.659574922044364,3,208.3674,1
50.859951453783765,2,188.935,0
44.63692488756151,2,151.9418,0
43.30875137549413,3,80.4414,0
43.35161294118551,3,73.3514,0
45.22069900743222,3,70.4804,1
44.19011206811909,3,61.4868,0
46.36871843212667,3,124.0535,1
77.51444920429148,2,156.801,1
61.789941722163015,2,480.9816,0
23.280731233133213,3,291.3443,0
38.60798177372887,3,493.8599,1
22.747768862696955,2,189.3711,1
53.04388597014667,3,231.5252,1
22.214166729340977,3,165.6664,0
52.693018433924856,3,95.5294,1
41.5007503505569,3,75.8665,0
4.606250894688316,3,472.8142,1
64.22816411796657,1,493.4713,1
7.328352402158577,3,27.2302,0
26.122274522777246,3,79.4212,0
49.83430301113141,3,214.6444,1
8.296481720798901,3,97.2351,0
,3,185.1208,0
46.03483243705983,1,68.9027,1
72.10147270600031,2,230.9733,0
15.727164583463992,3,139.4888,0
67.22796767217989,2,179.193,1
19.816439702691394,1,51.6848,1
53.41663975953641,3,216.9234,0
3.4607783306778943,3,491.7125,0
35.522674967584045,1,167.7724,0
5.0668213487491585,3,438.8325,1
65.92694468393815,3,422.3836,1
34.381325836643626,3,476.2689,0
70.88236417013948,3,396.1042,0
